sensor	oversampling	sec	temperature	pressure
HP206C	1024	2.404	22.95	1003.96
HP206C	1024	2.439	22.95	1003.99
HP206C	1024	2.475	22.95	1003.98
HP206C	1024	2.511	22.95	1003.84
HP206C	1024	2.547	22.95	1003.91
HP206C	1024	2.583	22.95	1003.82
HP206C	1024	2.619	22.95	1003.96
HP206C	1024	2.655	22.95	1003.79
HP206C	1024	2.69	22.96	1003.85
HP206C	1024	2.726	22.95	1003.93
HP206C	1024	2.762	22.95	1003.91
HP206C	1024	2.798	22.95	1003.76
HP206C	1024	2.834	22.95	1003.9
HP206C	1024	2.869	22.95	1003.95
HP206C	1024	2.905	22.95	1003.84
HP206C	1024	2.941	22.96	1003.78
HP206C	1024	2.977	22.95	1003.98
HP206C	1024	3.013	22.96	1003.91
HP206C	1024	3.049	22.95	1003.87
HP206C	1024	3.085	22.95	1003.98
HP206C	1024	3.12	22.96	1003.75
HP206C	1024	3.156	22.96	1003.93
HP206C	1024	3.192	22.96	1003.93
HP206C	1024	3.228	22.96	1003.91
HP206C	1024	3.264	22.96	1004.05
HP206C	1024	3.3	22.96	1003.83
HP206C	1024	3.336	22.96	1003.89
HP206C	1024	3.371	22.96	1003.96
HP206C	1024	3.407	22.96	1003.86
HP206C	1024	3.443	22.96	1003.93
HP206C	1024	3.479	22.96	1004.0
HP206C	1024	3.515	22.96	1003.81
HP206C	1024	3.551	22.96	1003.75
HP206C	1024	3.586	22.96	1003.82
HP206C	1024	3.622	22.97	1004.04
HP206C	1024	3.658	22.97	1003.9
HP206C	1024	3.694	22.96	1003.95
HP206C	1024	3.73	22.96	1003.87
HP206C	1024	3.766	22.97	1003.91
HP206C	1024	3.801	22.96	1003.87
HP206C	1024	3.837	22.96	1003.89
HP206C	1024	3.873	22.96	1003.85
HP206C	1024	3.909	22.97	1003.8
HP206C	1024	3.945	22.97	1003.9
HP206C	1024	3.981	22.97	1003.96
HP206C	1024	4.016	22.96	1003.85
HP206C	1024	4.052	22.97	1003.94
HP206C	1024	4.088	22.96	1003.85
HP206C	1024	4.124	22.97	1003.85
HP206C	1024	4.16	22.97	1003.85
HP206C	1024	4.196	22.97	1003.97
HP206C	1024	4.231	22.98	1003.98
HP206C	1024	4.267	22.97	1003.94
HP206C	1024	4.303	22.97	1003.95
HP206C	1024	4.339	22.97	1003.84
HP206C	1024	4.375	22.97	1003.91
HP206C	1024	4.411	22.98	1003.92
HP206C	1024	4.446	22.97	1003.84
HP206C	1024	4.482	22.97	1004.07
HP206C	1024	4.518	22.97	1003.86
HP206C	1024	4.554	22.98	1003.88
HP206C	1024	4.59	22.97	1003.89
HP206C	1024	4.626	22.97	1003.86
HP206C	1024	4.661	22.98	1003.88
HP206C	1024	4.697	22.97	1003.89
HP206C	1024	4.733	22.98	1004.04
HP206C	1024	4.769	22.98	1003.97
HP206C	1024	4.805	22.97	1003.94
HP206C	1024	4.841	22.98	1003.82
HP206C	1024	4.877	22.97	1003.76
HP206C	1024	4.913	22.97	1003.92
HP206C	1024	4.948	22.97	1003.99
HP206C	1024	4.984	22.98	1003.93
MS5803_01BA	1024	0.0	22.97	1011.04
MS5803_01BA	1024	0.008	22.97	1011.05
MS5803_01BA	1024	0.016	22.97	1011.05
MS5803_01BA	1024	0.024	22.98	1011.09
MS5803_01BA	1024	0.032	22.98	1011.04
MS5803_01BA	1024	0.04	22.98	1011.01
MS5803_01BA	1024	0.049	22.98	1010.99
MS5803_01BA	1024	0.057	22.98	1011.02
MS5803_01BA	1024	0.065	22.99	1011.03
MS5803_01BA	1024	0.073	22.99	1011.01
MS5803_01BA	1024	0.081	22.99	1011.03
MS5803_01BA	1024	0.089	22.99	1011.04
MS5803_01BA	1024	0.097	23.0	1010.98
MS5803_01BA	1024	0.105	22.99	1011.02
MS5803_01BA	1024	0.113	23.0	1010.99
MS5803_01BA	1024	0.121	23.0	1011.05
MS5803_01BA	1024	0.129	23.0	1010.99
MS5803_01BA	1024	0.137	22.99	1011.0
MS5803_01BA	1024	0.146	23.0	1011.0
MS5803_01BA	1024	0.154	23.0	1010.98
MS5803_01BA	1024	0.162	23.0	1011.0
MS5803_01BA	1024	0.17	23.0	1011.03
MS5803_01BA	1024	0.178	23.01	1010.98
MS5803_01BA	1024	0.186	23.01	1011.03
MS5803_01BA	1024	0.194	23.01	1011.01
MS5803_01BA	1024	0.202	23.01	1011.04
MS5803_01BA	1024	0.21	23.0	1011.0
MS5803_01BA	1024	0.218	23.02	1011.02
MS5803_01BA	1024	0.226	23.02	1011.02
MS5803_01BA	1024	0.234	23.02	1011.01
MS5803_01BA	1024	0.242	23.02	1010.98
MS5803_01BA	1024	0.25	23.02	1011.03
MS5803_01BA	1024	0.259	23.02	1011.04
MS5803_01BA	1024	0.267	23.02	1010.97
MS5803_01BA	1024	0.275	23.02	1011.02
MS5803_01BA	1024	0.283	23.02	1010.99
MS5803_01BA	1024	0.291	23.02	1011.02
MS5803_01BA	1024	0.299	23.02	1011.02
MS5803_01BA	1024	0.307	23.02	1011.02
MS5803_01BA	1024	0.315	23.03	1010.99
MS5803_01BA	1024	0.323	23.03	1011.01
MS5803_01BA	1024	0.331	23.02	1010.98
MS5803_01BA	1024	0.339	23.03	1010.98
MS5803_01BA	1024	0.347	23.03	1011.02
MS5803_01BA	1024	0.356	23.03	1010.96
MS5803_01BA	1024	0.364	23.03	1011.04
MS5803_01BA	1024	0.372	23.02	1010.99
MS5803_01BA	1024	0.38	23.03	1011.0
MS5803_01BA	1024	0.388	23.04	1011.03
MS5803_01BA	1024	0.396	23.04	1011.04
MS5803_01BA	1024	0.404	23.04	1011.03
MS5803_01BA	1024	0.412	23.04	1010.98
MS5803_01BA	1024	0.42	23.04	1011.01
MS5803_01BA	1024	0.428	23.04	1011.01
MS5803_01BA	1024	0.436	23.04	1011.03
MS5803_01BA	1024	0.444	23.05	1011.04
MS5803_01BA	1024	0.452	23.04	1010.98
MS5803_01BA	1024	0.461	23.05	1011.03
MS5803_01BA	1024	0.469	23.04	1010.99
MS5803_01BA	1024	0.477	23.04	1011.01
MS5803_01BA	1024	0.485	23.05	1011.01
MS5803_01BA	1024	0.493	23.05	1010.99
MS5803_01BA	1024	0.501	23.04	1010.99
MS5803_01BA	1024	0.509	23.05	1011.0
MS5803_01BA	1024	0.517	23.05	1011.0
MS5803_01BA	1024	0.525	23.05	1011.02
MS5803_01BA	1024	0.533	23.05	1011.05
MS5803_01BA	1024	0.541	23.05	1010.97
MS5803_01BA	1024	0.549	23.05	1011.0
MS5803_01BA	1024	0.558	23.05	1011.03
MS5803_01BA	1024	0.566	23.05	1011.03
MS5803_01BA	1024	0.574	23.05	1010.99
MS5803_01BA	1024	0.582	23.05	1010.99
MS5803_01BA	1024	0.59	23.05	1010.97
MS5803_01BA	1024	0.598	23.05	1011.02
MS5803_01BA	1024	0.606	23.06	1011.03
MS5803_01BA	1024	0.614	23.05	1010.98
MS5803_01BA	1024	0.622	23.06	1011.0
MS5803_01BA	1024	0.63	23.06	1011.0
MS5803_01BA	1024	0.638	23.06	1011.03
MS5803_01BA	1024	0.646	23.06	1011.0
MS5803_01BA	1024	0.655	23.06	1010.99
MS5803_01BA	1024	0.663	23.05	1011.02
MS5803_01BA	1024	0.671	23.06	1010.99
MS5803_01BA	1024	0.679	23.06	1011.03
MS5803_01BA	1024	0.687	23.06	1011.0
MS5803_01BA	1024	0.695	23.06	1010.99
MS5803_01BA	1024	0.703	23.06	1011.01
MS5803_01BA	1024	0.711	23.06	1010.94
MS5803_01BA	1024	0.719	23.06	1011.03
MS5803_01BA	1024	0.727	23.06	1011.07
MS5803_01BA	1024	0.735	23.06	1011.0
MS5803_01BA	1024	0.743	23.06	1011.03
MS5803_01BA	1024	0.751	23.06	1010.99
MS5803_01BA	1024	0.76	23.06	1011.0
MS5803_01BA	1024	0.768	23.06	1011.03
MS5803_01BA	1024	0.776	23.06	1011.01
MS5803_01BA	1024	0.784	23.06	1011.04
MS5803_01BA	1024	0.792	23.06	1011.03
MS5803_01BA	1024	0.8	23.06	1011.07
MS5803_01BA	1024	0.808	23.07	1011.01
MS5803_01BA	1024	0.816	23.07	1011.02
MS5803_01BA	1024	0.824	23.07	1011.04
MS5803_01BA	1024	0.832	23.07	1010.97
MS5803_01BA	1024	0.84	23.07	1011.03
MS5803_01BA	1024	0.848	23.07	1011.0
MS5803_01BA	1024	0.856	23.07	1011.02
MS5803_01BA	1024	0.865	23.07	1011.02
MS5803_01BA	1024	0.873	23.07	1011.01
MS5803_01BA	1024	0.881	23.07	1011.04
MS5803_01BA	1024	0.889	23.07	1010.99
MS5803_01BA	1024	0.897	23.07	1011.03
MS5803_01BA	1024	0.905	23.07	1011.0
MS5803_01BA	1024	0.913	23.08	1011.01
MS5803_01BA	1024	0.921	23.07	1011.03
MS5803_01BA	1024	0.929	23.08	1011.02
MS5803_01BA	1024	0.937	23.07	1011.02
MS5803_01BA	1024	0.946	23.07	1010.97
MS5803_01BA	1024	0.954	23.07	1011.0
MS5803_01BA	1024	0.962	23.07	1011.0
MS5803_01BA	1024	0.97	23.07	1011.01
MS5803_01BA	1024	0.978	23.08	1011.03
MS5803_01BA	1024	0.986	23.07	1011.0
MS5803_01BA	1024	0.994	23.08	1011.01
MS5803_01BA	1024	1.002	23.07	1010.99
MS5803_01BA	1024	1.01	23.07	1011.02
MS5803_01BA	1024	1.018	23.07	1010.98
MS5803_01BA	1024	1.026	23.07	1011.02
MS5803_01BA	1024	1.034	23.07	1010.98
MS5803_01BA	1024	1.042	23.08	1011.01
MS5803_01BA	1024	1.05	23.08	1011.02
MS5803_01BA	1024	1.059	23.08	1011.04
MS5803_01BA	1024	1.067	23.08	1011.0
MS5803_01BA	1024	1.075	23.08	1011.01
MS5803_01BA	1024	1.083	23.08	1010.99
MS5803_01BA	1024	1.091	23.08	1010.99
MS5803_01BA	1024	1.099	23.08	1011.0
MS5803_01BA	1024	1.107	23.08	1010.96
MS5803_01BA	1024	1.115	23.08	1011.01
MS5803_01BA	1024	1.123	23.08	1010.99
MS5803_01BA	1024	1.131	23.08	1010.99
MS5803_01BA	1024	1.139	23.08	1011.02
MS5803_01BA	1024	1.147	23.08	1011.06
MS5803_01BA	1024	1.155	23.08	1010.99
MS5803_01BA	1024	1.164	23.09	1011.0
MS5803_01BA	1024	1.172	23.08	1010.98
MS5803_01BA	1024	1.18	23.08	1011.0
MS5803_01BA	1024	1.188	23.08	1010.99
MS5803_01BA	1024	1.196	23.08	1010.99
MS5803_01BA	1024	1.204	23.08	1011.01
MS5803_01BA	1024	1.212	23.09	1011.07
MS5803_01BA	1024	1.22	23.08	1010.97
MS5803_01BA	1024	1.228	23.08	1011.01
MS5803_01BA	1024	1.236	23.09	1011.02
MS5803_01BA	1024	1.244	23.09	1011.0
MS5803_01BA	1024	1.253	23.08	1011.01
MS5803_01BA	1024	1.261	23.09	1010.96
MS5803_01BA	1024	1.269	23.09	1010.99
MS5803_01BA	1024	1.277	23.09	1011.01
MS5803_01BA	1024	1.285	23.08	1010.99
MS5803_01BA	1024	1.293	23.09	1010.98
MS5803_01BA	1024	1.301	23.09	1011.05
MS5803_01BA	1024	1.309	23.09	1011.02
MS5803_01BA	1024	1.317	23.09	1011.0
MS5803_01BA	1024	1.325	23.1	1011.04
MS5803_01BA	1024	1.334	23.09	1011.03
MS5803_01BA	1024	1.342	23.09	1011.0
MS5803_01BA	1024	1.35	23.09	1011.0
MS5803_01BA	1024	1.358	23.09	1011.02
MS5803_01BA	1024	1.366	23.09	1010.97
MS5803_01BA	1024	1.374	23.09	1010.99
MS5803_01BA	1024	1.382	23.09	1011.01
MS5803_01BA	1024	1.39	23.09	1011.01
MS5803_01BA	1024	1.398	23.08	1011.02
MS5803_01BA	1024	1.406	23.09	1010.99
MS5803_01BA	1024	1.414	23.09	1010.99
MS5803_01BA	1024	1.422	23.09	1010.98
MS5803_01BA	1024	1.43	23.09	1010.95
MS5803_01BA	1024	1.439	23.09	1010.98
MS5803_01BA	1024	1.447	23.09	1011.05
MS5803_01BA	1024	1.455	23.09	1011.02
MS5803_01BA	1024	1.463	23.09	1011.03
MS5803_01BA	1024	1.471	23.09	1011.05
MS5803_01BA	1024	1.479	23.09	1010.99
MS5803_01BA	1024	1.487	23.09	1010.96
MS5803_01BA	1024	1.495	23.09	1011.02
MS5803_01BA	1024	1.503	23.09	1011.04
MS5803_01BA	1024	1.511	23.09	1010.99
MS5803_01BA	1024	1.519	23.09	1010.99
MS5803_01BA	1024	1.527	23.1	1010.97
MS5803_01BA	1024	1.535	23.09	1011.0
MS5803_01BA	1024	1.543	23.1	1011.03
MS5803_01BA	1024	1.552	23.1	1011.01
MS5803_01BA	1024	1.56	23.1	1011.03
MS5803_01BA	1024	1.568	23.1	1010.99
MS5803_01BA	1024	1.576	23.1	1010.97
MS5803_01BA	1024	1.584	23.1	1011.0
MS5803_01BA	1024	1.592	23.09	1011.06
MS5803_01BA	1024	1.6	23.09	1011.03
MS5803_01BA	1024	1.608	23.1	1011.02
MS5803_01BA	1024	1.616	23.09	1011.03
MS5803_01BA	1024	1.624	23.1	1010.99
MS5803_01BA	1024	1.632	23.1	1010.98
MS5803_01BA	1024	1.64	23.1	1010.99
MS5803_01BA	1024	1.649	23.1	1011.02
MS5803_01BA	1024	1.657	23.1	1011.05
MS5803_01BA	1024	1.665	23.1	1011.02
MS5803_01BA	1024	1.673	23.1	1010.98
MS5803_01BA	1024	1.681	23.1	1010.95
MS5803_01BA	1024	1.689	23.1	1011.0
MS5803_01BA	1024	1.697	23.1	1010.99
MS5803_01BA	1024	1.705	23.1	1010.98
MS5803_01BA	1024	1.713	23.1	1011.04
MS5803_01BA	1024	1.721	23.1	1011.02
MS5803_01BA	1024	1.729	23.1	1010.96
MS5803_01BA	1024	1.737	23.1	1011.02
MS5803_01BA	1024	1.746	23.1	1011.03
MS5803_01BA	1024	1.754	23.1	1011.05
MS5803_01BA	1024	1.762	23.1	1011.03
MS5803_01BA	1024	1.77	23.1	1010.98
MS5803_01BA	1024	1.778	23.1	1011.03
MS5803_01BA	1024	1.786	23.1	1010.99
MS5803_01BA	1024	1.794	23.11	1011.02
MS5803_01BA	1024	1.802	23.1	1011.01
MS5803_01BA	1024	1.81	23.1	1011.01
MS5803_01BA	1024	1.818	23.1	1010.96
MS5803_01BA	1024	1.826	23.1	1011.0
MS5803_01BA	1024	1.834	23.1	1011.05
MS5803_01BA	1024	1.842	23.1	1011.02
MS5803_01BA	1024	1.85	23.1	1011.0
MS5803_01BA	1024	1.859	23.1	1010.99
MS5803_01BA	1024	1.867	23.1	1010.98
MS5803_01BA	1024	1.875	23.1	1011.0
MS5803_01BA	1024	1.883	23.1	1010.99
MS5803_01BA	1024	1.891	23.1	1010.98
MS5803_01BA	1024	1.899	23.1	1011.0
MS5803_01BA	1024	1.907	23.1	1011.0
MS5803_01BA	1024	1.915	23.11	1010.99
MS5803_01BA	1024	1.923	23.1	1011.04
MS5803_01BA	1024	1.931	23.1	1011.0
MS5803_01BA	1024	1.939	23.1	1010.99
MS5803_01BA	1024	1.947	23.1	1011.0
MS5803_01BA	1024	1.956	23.11	1011.0
MS5803_01BA	1024	1.964	23.11	1011.03
MS5803_01BA	1024	1.972	23.1	1010.98
MS5803_01BA	1024	1.98	23.1	1011.02
MS5803_01BA	1024	1.988	23.11	1011.04
MS5803_01BA	1024	1.996	23.1	1010.99
MS5803_01BA	1024	2.004	23.1	1011.0
MS5803_01BA	1024	2.012	23.1	1011.01
MS5803_01BA	1024	2.02	23.1	1010.98
MS5803_01BA	1024	2.028	23.1	1011.01
MS5803_01BA	1024	2.036	23.1	1011.04
MS5803_01BA	1024	2.044	23.1	1011.02
MS5803_01BA	1024	2.052	23.1	1010.99
MS5803_01BA	1024	2.061	23.11	1010.99
MS5803_01BA	1024	2.069	23.11	1011.01
MS5803_01BA	1024	2.077	23.1	1011.01
MS5803_01BA	1024	2.085	23.1	1010.97
MS5803_01BA	1024	2.093	23.1	1010.97
MS5803_01BA	1024	2.101	23.1	1011.0
MS5803_01BA	1024	2.109	23.11	1011.04
MS5803_01BA	1024	2.117	23.11	1010.99
MS5803_01BA	1024	2.125	23.11	1011.0
MS5803_01BA	1024	2.133	23.1	1010.98
MS5803_01BA	1024	2.141	23.11	1011.0
MS5803_01BA	1024	2.15	23.1	1011.13
MS5803_01BA	1024	2.158	23.1	1010.95
MS5803_01BA	1024	2.166	23.11	1011.05
MS5803_01BA	1024	2.174	23.11	1010.98
MS5803_01BA	1024	2.182	23.11	1011.07
MS5803_01BA	1024	2.19	23.12	1011.05
MS5803_01BA	1024	2.198	23.11	1010.97
MS5803_01BA	1024	2.206	23.11	1011.0
MS5803_01BA	1024	2.214	23.1	1011.01
MS5803_01BA	1024	2.222	23.11	1010.99
MS5803_01BA	1024	2.23	23.11	1011.05
MS5803_01BA	1024	2.238	23.1	1011.07
MS5803_01BA	1024	2.246	23.11	1011.01
MS5803_01BA	1024	2.255	23.11	1011.0
MS5803_01BA	1024	2.263	23.12	1011.01
MS5803_01BA	1024	2.271	23.11	1010.99
MS5803_01BA	1024	2.279	23.11	1011.0
MS5803_01BA	1024	2.287	23.11	1010.97
MS5803_01BA	1024	2.295	23.11	1011.0
MS5803_01BA	1024	2.303	23.11	1011.0
MS5803_01BA	1024	2.311	23.11	1011.03
MS5803_01BA	1024	2.319	23.1	1010.98
MS5803_01BA	1024	2.327	23.11	1011.0
MS5803_01BA	1024	2.335	23.11	1010.98
MS5803_01BA	1024	2.343	23.11	1010.99
MS5803_01BA	1024	2.351	23.11	1011.0
MS5803_01BA	1024	2.36	23.11	1011.0
MS5803_01BA	1024	2.368	23.11	1011.0
MS5803_01BA	1024	2.376	23.11	1011.0
MS5803_01BA	1024	2.384	23.11	1011.05
MS5803_01BA	1024	2.392	23.11	1011.01
MS5803_01BA	1024	2.4	23.11	1010.98
MS5803_01BA	1024	2.408	23.11	1010.97
MS5803_01BA	1024	2.416	23.11	1011.01
MS5803_01BA	1024	2.424	23.1	1010.97
MS5803_01BA	1024	2.432	23.11	1011.02
MS5803_01BA	1024	2.44	23.11	1011.02
MS5803_01BA	1024	2.448	23.11	1011.01
MS5803_01BA	1024	2.457	23.11	1011.02
MS5803_01BA	1024	2.465	23.11	1011.03
MS5803_01BA	1024	2.473	23.11	1010.96
MS5803_01BA	1024	2.481	23.11	1011.02
MS5803_01BA	1024	2.489	23.11	1011.03
MS5803_01BA	1024	2.497	23.11	1011.02
MS5803_01BA	1024	2.505	23.11	1011.0
MS5803_01BA	1024	2.513	23.11	1010.98
MS5803_01BA	1024	2.521	23.11	1010.95
MS5803_01BA	1024	2.529	23.11	1010.99
MS5803_01BA	1024	2.537	23.11	1011.04
MS5803_01BA	1024	2.545	23.11	1011.02
MS5803_01BA	1024	2.553	23.11	1010.97
MS5803_01BA	1024	2.562	23.11	1011.01
MS5803_01BA	1024	2.57	23.11	1011.02
MS5803_01BA	1024	2.578	23.11	1010.99
MS5803_01BA	1024	2.586	23.11	1010.98
MS5803_01BA	1024	2.594	23.11	1010.96
MS5803_01BA	1024	2.602	23.12	1011.02
MS5803_01BA	1024	2.61	23.11	1010.99
MS5803_01BA	1024	2.618	23.11	1011.01
MS5803_01BA	1024	2.626	23.12	1010.98
MS5803_01BA	1024	2.634	23.11	1010.95
MS5803_01BA	1024	2.642	23.11	1010.99
MS5803_01BA	1024	2.65	23.12	1011.04
MS5803_01BA	1024	2.658	23.11	1010.99
MS5803_01BA	1024	2.667	23.12	1010.98
MS5803_01BA	1024	2.675	23.11	1010.99
MS5803_01BA	1024	2.683	23.12	1011.04
MS5803_01BA	1024	2.691	23.11	1010.98
MS5803_01BA	1024	2.699	23.12	1010.98
MS5803_01BA	1024	2.707	23.12	1011.06
MS5803_01BA	1024	2.715	23.12	1010.94
MS5803_01BA	1024	2.723	23.11	1010.98
MS5803_01BA	1024	2.731	23.12	1010.99
MS5803_01BA	1024	2.739	23.12	1011.02
MS5803_01BA	1024	2.747	23.12	1010.99
MS5803_01BA	1024	2.755	23.11	1010.99
MS5803_01BA	1024	2.763	23.12	1011.04
MS5803_01BA	1024	2.772	23.12	1010.98
MS5803_01BA	1024	2.78	23.12	1010.97
MS5803_01BA	1024	2.788	23.12	1011.03
MS5803_01BA	1024	2.796	23.12	1010.98
MS5803_01BA	1024	2.804	23.12	1010.98
MS5803_01BA	1024	2.812	23.12	1011.01
MS5803_01BA	1024	2.82	23.12	1011.02
MS5803_01BA	1024	2.828	23.12	1010.99
MS5803_01BA	1024	2.836	23.12	1010.99
MS5803_01BA	1024	2.845	23.12	1010.99
MS5803_01BA	1024	2.853	23.12	1011.01
MS5803_01BA	1024	2.861	23.12	1010.99
MS5803_01BA	1024	2.869	23.12	1010.98
MS5803_01BA	1024	2.877	23.12	1011.02
MS5803_01BA	1024	2.885	23.12	1011.03
MS5803_01BA	1024	2.893	23.12	1011.01
MS5803_01BA	1024	2.901	23.12	1011.0
MS5803_01BA	1024	2.909	23.12	1011.01
MS5803_01BA	1024	2.917	23.12	1010.99
MS5803_01BA	1024	2.925	23.12	1011.01
MS5803_01BA	1024	2.933	23.11	1010.99
MS5803_01BA	1024	2.942	23.12	1011.03
MS5803_01BA	1024	2.95	23.12	1010.99
MS5803_01BA	1024	2.958	23.12	1011.01
MS5803_01BA	1024	2.966	23.12	1011.0
MS5803_01BA	1024	2.974	23.12	1011.0
MS5803_01BA	1024	2.982	23.12	1011.0
MS5803_01BA	1024	2.99	23.12	1010.99
MS5803_01BA	1024	2.998	23.12	1011.02
MS5803_01BA	1024	3.006	23.12	1010.98
MS5803_01BA	1024	3.014	23.12	1011.05
MS5803_01BA	1024	3.022	23.12	1011.04
MS5803_01BA	1024	3.03	23.12	1010.97
MS5803_01BA	1024	3.038	23.12	1011.01
MS5803_01BA	1024	3.046	23.12	1010.93
MS5803_01BA	1024	3.055	23.13	1011.01
MS5803_01BA	1024	3.063	23.12	1011.01
MS5803_01BA	1024	3.071	23.12	1010.95
MS5803_01BA	1024	3.079	23.12	1011.0
MS5803_01BA	1024	3.087	23.12	1010.98
MS5803_01BA	1024	3.095	23.12	1010.96
MS5803_01BA	1024	3.103	23.12	1011.01
MS5803_01BA	1024	3.111	23.12	1011.02
MS5803_01BA	1024	3.119	23.12	1011.01
MS5803_01BA	1024	3.127	23.12	1011.01
MS5803_01BA	1024	3.135	23.12	1010.99
MS5803_01BA	1024	3.143	23.12	1011.01
MS5803_01BA	1024	3.152	23.12	1011.0
MS5803_01BA	1024	3.16	23.12	1010.99
MS5803_01BA	1024	3.168	23.12	1011.01
MS5803_01BA	1024	3.176	23.12	1010.95
MS5803_01BA	1024	3.184	23.12	1011.02
MS5803_01BA	1024	3.192	23.12	1011.0
MS5803_01BA	1024	3.2	23.12	1010.97
MS5803_01BA	1024	3.208	23.12	1011.01
MS5803_01BA	1024	3.216	23.12	1011.01
MS5803_01BA	1024	3.224	23.12	1011.0
MS5803_01BA	1024	3.232	23.13	1011.03
MS5803_01BA	1024	3.24	23.12	1011.01
MS5803_01BA	1024	3.248	23.12	1010.99
MS5803_01BA	1024	3.257	23.12	1010.99
MS5803_01BA	1024	3.265	23.12	1011.05
MS5803_01BA	1024	3.273	23.13	1011.05
MS5803_01BA	1024	3.281	23.12	1011.0
MS5803_01BA	1024	3.289	23.12	1011.0
MS5803_01BA	1024	3.297	23.12	1011.0
MS5803_01BA	1024	3.305	23.12	1010.98
MS5803_01BA	1024	3.313	23.12	1011.01
MS5803_01BA	1024	3.321	23.12	1011.03
MS5803_01BA	1024	3.329	23.13	1010.98
MS5803_01BA	1024	3.337	23.13	1010.98
MS5803_01BA	1024	3.345	23.13	1011.01
MS5803_01BA	1024	3.354	23.12	1010.99
MS5803_01BA	1024	3.362	23.12	1010.99
MS5803_01BA	1024	3.37	23.12	1011.0
MS5803_01BA	1024	3.378	23.12	1010.98
MS5803_01BA	1024	3.386	23.12	1011.02
MS5803_01BA	1024	3.394	23.12	1010.98
MS5803_01BA	1024	3.402	23.13	1010.97
MS5803_01BA	1024	3.41	23.12	1011.01
MS5803_01BA	1024	3.418	23.12	1010.97
MS5803_01BA	1024	3.426	23.12	1011.0
MS5803_01BA	1024	3.434	23.12	1010.99
MS5803_01BA	1024	3.442	23.12	1011.01
MS5803_01BA	1024	3.45	23.13	1010.93
MS5803_01BA	1024	3.458	23.12	1010.99
MS5803_01BA	1024	3.467	23.12	1011.02
MS5803_01BA	1024	3.475	23.13	1011.01
MS5803_01BA	1024	3.483	23.12	1010.99
MS5803_01BA	1024	3.491	23.12	1011.01
MS5803_01BA	1024	3.499	23.13	1011.04
MS5803_01BA	1024	3.507	23.13	1010.97
MS5803_01BA	1024	3.515	23.13	1011.01
MS5803_01BA	1024	3.523	23.13	1011.01
MS5803_01BA	1024	3.531	23.12	1010.98
MS5803_01BA	1024	3.539	23.14	1011.04
MS5803_01BA	1024	3.547	23.12	1011.02
