sensor	oversampling	sec	temperature	pressure
MS5803_01BA	256	1.875	23.01	1010.97
MS5803_01BA	256	1.88	23.01	1011.07
MS5803_01BA	256	1.884	23.01	1010.97
MS5803_01BA	256	1.889	23.01	1010.97
MS5803_01BA	256	1.894	23.01	1011.07
MS5803_01BA	256	1.899	23.01	1011.07
MS5803_01BA	256	1.903	23.03	1011.11
MS5803_01BA	256	1.908	23.01	1010.97
MS5803_01BA	256	1.913	23.01	1011.07
MS5803_01BA	256	1.917	23.01	1011.07
MS5803_01BA	256	1.922	23.01	1011.07
MS5803_01BA	256	1.927	23.01	1011.07
MS5803_01BA	256	1.932	23.01	1011.07
MS5803_01BA	256	1.937	23.01	1011.07
MS5803_01BA	256	1.941	23.01	1011.07
MS5803_01BA	256	1.946	23.01	1011.07
MS5803_01BA	256	1.951	23.01	1010.97
MS5803_01BA	256	1.955	23.01	1010.97
MS5803_01BA	256	1.96	23.01	1010.97
MS5803_01BA	256	1.965	23.01	1011.07
MS5803_01BA	256	1.97	23.01	1011.18
MS5803_01BA	256	1.974	23.01	1011.28
MS5803_01BA	256	1.979	23.01	1011.07
MS5803_01BA	256	1.984	23.01	1011.07
MS5803_01BA	256	1.988	23.01	1010.97
MS5803_01BA	256	1.993	23.01	1011.07
MS5803_01BA	256	1.998	23.01	1010.97
MS5803_01BA	256	2.003	23.01	1011.07
MS5803_01BA	256	2.007	23.01	1011.07
MS5803_01BA	256	2.012	23.0	1010.94
MS5803_01BA	256	2.017	23.01	1010.97
MS5803_01BA	256	2.021	23.01	1010.97
MS5803_01BA	256	2.026	23.01	1011.07
MS5803_01BA	256	2.031	23.01	1010.97
MS5803_01BA	256	2.036	23.01	1010.97
MS5803_01BA	256	2.04	23.01	1010.97
MS5803_01BA	256	2.045	23.01	1010.97
MS5803_01BA	256	2.05	23.01	1011.07
MS5803_01BA	256	2.054	23.01	1011.07
MS5803_01BA	256	2.059	23.01	1011.07
MS5803_01BA	256	2.064	23.01	1010.87
MS5803_01BA	256	2.069	23.01	1010.97
MS5803_01BA	256	2.073	23.01	1010.97
MS5803_01BA	256	2.078	23.01	1011.07
MS5803_01BA	256	2.083	23.03	1011.11
MS5803_01BA	256	2.087	23.01	1010.97
MS5803_01BA	256	2.092	23.03	1011.11
MS5803_01BA	256	2.097	23.01	1010.97
MS5803_01BA	256	2.101	23.0	1011.04
MS5803_01BA	256	2.106	23.01	1011.07
MS5803_01BA	256	2.111	23.01	1011.07
MS5803_01BA	256	2.116	23.01	1011.07
MS5803_01BA	256	2.12	23.01	1011.07
MS5803_01BA	256	2.125	23.03	1011.11
MS5803_01BA	256	2.13	23.01	1010.97
MS5803_01BA	256	2.134	23.03	1011.0
MS5803_01BA	256	2.139	23.01	1010.97
MS5803_01BA	256	2.144	23.01	1010.97
MS5803_01BA	256	2.149	23.01	1011.07
MS5803_01BA	256	2.153	23.01	1011.18
MS5803_01BA	256	2.158	23.01	1010.97
MS5803_01BA	256	2.163	23.01	1011.07
MS5803_01BA	256	2.167	23.01	1010.97
MS5803_01BA	256	2.172	23.03	1010.9
MS5803_01BA	256	2.177	23.01	1010.97
MS5803_01BA	256	2.182	23.01	1011.07
MS5803_01BA	256	2.186	23.01	1011.07
MS5803_01BA	256	2.191	23.01	1010.97
MS5803_01BA	256	2.196	23.01	1011.07
MS5803_01BA	256	2.2	23.01	1011.07
MS5803_01BA	256	2.205	23.01	1010.97
MS5803_01BA	256	2.21	23.01	1011.07
MS5803_01BA	256	2.214	23.01	1010.97
MS5803_01BA	256	2.219	23.01	1011.07
MS5803_01BA	256	2.224	23.01	1010.97
MS5803_01BA	256	2.229	23.01	1010.97
MS5803_01BA	256	2.233	23.01	1011.07
MS5803_01BA	256	2.238	23.01	1010.97
MS5803_01BA	256	2.243	23.01	1011.18
MS5803_01BA	256	2.247	23.01	1010.97
MS5803_01BA	256	2.252	23.03	1011.11
MS5803_01BA	256	2.257	23.01	1011.07
MS5803_01BA	256	2.262	23.01	1010.87
MS5803_01BA	256	2.266	23.01	1011.07
MS5803_01BA	256	2.271	23.01	1011.07
MS5803_01BA	256	2.276	23.01	1010.97
MS5803_01BA	256	2.28	23.03	1011.0
MS5803_01BA	256	2.285	23.01	1010.97
MS5803_01BA	256	2.29	23.01	1011.07
MS5803_01BA	256	2.295	23.01	1011.07
MS5803_01BA	256	2.299	23.01	1010.97
MS5803_01BA	256	2.304	23.01	1010.97
MS5803_01BA	256	2.309	23.01	1011.07
MS5803_01BA	256	2.313	23.01	1011.07
MS5803_01BA	256	2.318	23.05	1011.14
MS5803_01BA	256	2.323	23.03	1011.0
MS5803_01BA	256	2.328	23.03	1011.11
MS5803_01BA	256	2.332	23.01	1011.07
MS5803_01BA	256	2.337	23.01	1010.97
MS5803_01BA	256	2.342	23.01	1010.97
MS5803_01BA	256	2.346	23.01	1011.07
MS5803_01BA	256	2.351	23.01	1011.07
MS5803_01BA	256	2.356	23.01	1010.97
MS5803_01BA	256	2.361	23.01	1011.07
MS5803_01BA	256	2.365	23.01	1010.97
MS5803_01BA	256	2.37	23.01	1010.97
MS5803_01BA	256	2.375	23.01	1011.07
MS5803_01BA	256	2.379	23.01	1011.07
MS5803_01BA	256	2.384	23.01	1011.07
MS5803_01BA	256	2.389	23.03	1011.11
MS5803_01BA	256	2.393	23.03	1011.11
MS5803_01BA	256	2.398	23.01	1010.97
MS5803_01BA	256	2.403	23.01	1011.07
MS5803_01BA	256	2.408	23.01	1011.07
MS5803_01BA	256	2.412	23.03	1011.11
MS5803_01BA	256	2.417	23.01	1010.97
MS5803_01BA	256	2.422	23.01	1010.97
MS5803_01BA	256	2.426	23.03	1011.0
MS5803_01BA	256	2.431	23.01	1011.07
MS5803_01BA	256	2.436	23.03	1011.0
MS5803_01BA	256	2.441	23.01	1010.97
MS5803_01BA	256	2.445	23.03	1011.11
MS5803_01BA	256	2.45	23.01	1010.97
MS5803_01BA	256	2.455	23.01	1011.07
MS5803_01BA	256	2.459	23.03	1011.11
MS5803_01BA	256	2.464	23.01	1010.97
MS5803_01BA	256	2.469	23.01	1010.97
MS5803_01BA	256	2.474	23.03	1011.0
MS5803_01BA	256	2.478	23.01	1010.97
MS5803_01BA	256	2.483	23.03	1011.0
MS5803_01BA	256	2.488	23.01	1010.97
MS5803_01BA	256	2.492	23.01	1011.07
MS5803_01BA	256	2.497	23.05	1011.04
MS5803_01BA	256	2.502	23.03	1011.11
MS5803_01BA	256	2.507	23.01	1011.07
MS5803_01BA	256	2.511	23.01	1011.07
MS5803_01BA	256	2.516	23.01	1011.07
MS5803_01BA	256	2.521	23.01	1010.97
MS5803_01BA	256	2.525	23.01	1010.97
MS5803_01BA	256	2.53	23.01	1011.07
MS5803_01BA	256	2.535	23.03	1011.11
MS5803_01BA	256	2.54	23.01	1011.07
MS5803_01BA	256	2.544	23.03	1011.11
MS5803_01BA	256	2.549	23.01	1010.87
MS5803_01BA	256	2.554	23.01	1010.97
MS5803_01BA	256	2.558	23.03	1011.11
MS5803_01BA	256	2.563	23.03	1011.11
MS5803_01BA	256	2.568	23.01	1011.28
MS5803_01BA	256	2.573	23.03	1011.0
MS5803_01BA	256	2.577	23.01	1010.97
MS5803_01BA	256	2.582	23.03	1010.9
MS5803_01BA	256	2.587	23.03	1011.11
MS5803_01BA	256	2.591	23.01	1011.07
MS5803_01BA	256	2.596	23.01	1010.97
MS5803_01BA	256	2.601	23.01	1010.97
MS5803_01BA	256	2.606	23.03	1011.0
MS5803_01BA	256	2.61	23.01	1011.07
MS5803_01BA	256	2.615	23.03	1011.11
MS5803_01BA	256	2.62	23.01	1011.07
MS5803_01BA	256	2.624	23.01	1010.97
MS5803_01BA	256	2.629	23.03	1011.0
MS5803_01BA	256	2.634	23.01	1011.07
MS5803_01BA	256	2.638	23.01	1010.97
MS5803_01BA	256	2.643	23.03	1011.11
MS5803_01BA	256	2.648	23.03	1011.0
MS5803_01BA	256	2.653	23.01	1011.07
MS5803_01BA	256	2.657	23.01	1010.97
MS5803_01BA	256	2.662	23.03	1011.11
MS5803_01BA	256	2.667	23.03	1011.11
MS5803_01BA	256	2.671	23.03	1011.0
MS5803_01BA	256	2.676	23.03	1011.0
MS5803_01BA	256	2.681	23.01	1010.97
MS5803_01BA	256	2.685	23.01	1010.97
MS5803_01BA	256	2.69	23.01	1011.07
MS5803_01BA	256	2.695	23.03	1011.0
MS5803_01BA	256	2.7	23.03	1011.11
MS5803_01BA	256	2.704	23.01	1010.97
MS5803_01BA	256	2.709	23.03	1011.0
MS5803_01BA	256	2.714	23.03	1011.11
MS5803_01BA	256	2.718	23.03	1011.11
MS5803_01BA	256	2.723	23.03	1011.0
MS5803_01BA	256	2.728	23.03	1011.11
MS5803_01BA	256	2.733	23.01	1011.07
MS5803_01BA	256	2.737	23.03	1011.11
MS5803_01BA	256	2.742	23.01	1010.97
MS5803_01BA	256	2.747	23.03	1011.0
MS5803_01BA	256	2.751	23.01	1011.07
MS5803_01BA	256	2.756	23.01	1010.97
MS5803_01BA	256	2.761	23.01	1011.07
MS5803_01BA	256	2.766	23.01	1010.87
MS5803_01BA	256	2.77	23.03	1011.0
MS5803_01BA	256	2.775	23.03	1011.11
MS5803_01BA	256	2.78	23.01	1011.07
MS5803_01BA	256	2.784	23.03	1011.0
MS5803_01BA	256	2.789	23.03	1011.11
MS5803_01BA	256	2.794	23.01	1011.07
MS5803_01BA	256	2.799	23.01	1010.97
MS5803_01BA	256	2.803	23.01	1010.97
MS5803_01BA	256	2.808	23.03	1011.11
MS5803_01BA	256	2.813	23.01	1011.07
MS5803_01BA	256	2.817	23.01	1010.97
MS5803_01BA	256	2.822	23.03	1011.0
MS5803_01BA	256	2.827	23.03	1011.11
MS5803_01BA	256	2.832	23.03	1011.0
MS5803_01BA	256	2.836	23.03	1011.11
MS5803_01BA	256	2.841	23.0	1010.94
MS5803_01BA	256	2.846	23.03	1011.0
MS5803_01BA	256	2.85	23.03	1011.0
MS5803_01BA	256	2.855	23.01	1010.97
MS5803_01BA	256	2.86	23.03	1011.11
MS5803_01BA	256	2.864	23.01	1010.97
MS5803_01BA	256	2.869	23.01	1011.07
MS5803_01BA	256	2.874	23.01	1010.97
MS5803_01BA	256	2.879	23.03	1011.11
MS5803_01BA	256	2.883	23.03	1011.11
MS5803_01BA	256	2.888	23.03	1011.0
MS5803_01BA	256	2.893	23.03	1011.0
MS5803_01BA	256	2.897	23.03	1011.11
MS5803_01BA	256	2.902	23.03	1011.0
MS5803_01BA	256	2.907	23.03	1011.0
MS5803_01BA	256	2.912	23.03	1011.11
MS5803_01BA	256	2.916	23.01	1010.97
MS5803_01BA	256	2.921	23.01	1011.07
MS5803_01BA	256	2.926	23.03	1011.11
MS5803_01BA	256	2.93	23.03	1011.0
MS5803_01BA	256	2.935	23.03	1011.0
MS5803_01BA	256	2.94	23.03	1011.0
MS5803_01BA	256	2.945	23.01	1011.07
MS5803_01BA	256	2.949	23.01	1010.97
MS5803_01BA	256	2.954	23.03	1011.11
MS5803_01BA	256	2.959	23.03	1011.0
MS5803_01BA	256	2.963	23.03	1011.32
MS5803_01BA	256	2.968	23.03	1011.11
MS5803_01BA	256	2.973	23.03	1011.0
MS5803_01BA	256	2.977	23.03	1011.0
MS5803_01BA	256	2.982	23.03	1011.0
MS5803_01BA	256	2.987	23.01	1010.97
MS5803_01BA	256	2.992	23.03	1011.0
MS5803_01BA	256	2.996	23.03	1011.0
MS5803_01BA	256	3.001	23.0	1011.04
MS5803_01BA	256	3.006	23.01	1011.07
MS5803_01BA	256	3.01	23.03	1011.11
MS5803_01BA	256	3.015	23.03	1011.0
MS5803_01BA	256	3.02	23.05	1011.14
MS5803_01BA	256	3.025	23.01	1011.07
MS5803_01BA	256	3.029	23.03	1011.11
MS5803_01BA	256	3.034	23.03	1011.0
MS5803_01BA	256	3.039	23.01	1010.97
MS5803_01BA	256	3.043	23.03	1011.0
MS5803_01BA	256	3.048	23.01	1011.07
MS5803_01BA	256	3.053	23.03	1011.11
MS5803_01BA	256	3.057	23.03	1011.11
MS5803_01BA	256	3.062	23.03	1011.11
MS5803_01BA	256	3.067	23.03	1011.11
MS5803_01BA	256	3.072	23.03	1010.9
MS5803_01BA	256	3.076	23.01	1010.97
MS5803_01BA	256	3.081	23.01	1010.97
MS5803_01BA	256	3.086	23.01	1011.07
MS5803_01BA	256	3.09	23.01	1011.07
MS5803_01BA	256	3.095	23.03	1011.11
MS5803_01BA	256	3.1	23.01	1010.97
MS5803_01BA	256	3.105	23.03	1011.0
MS5803_01BA	256	3.109	23.03	1011.0
MS5803_01BA	256	3.114	23.01	1011.07
MS5803_01BA	256	3.119	23.01	1011.07
MS5803_01BA	256	3.123	23.03	1011.11
MS5803_01BA	256	3.128	23.03	1011.0
MS5803_01BA	256	3.133	23.03	1011.11
MS5803_01BA	256	3.138	23.01	1010.97
MS5803_01BA	256	3.142	23.01	1011.07
MS5803_01BA	256	3.147	23.03	1011.11
MS5803_01BA	256	3.152	23.03	1011.11
MS5803_01BA	256	3.156	23.03	1011.0
MS5803_01BA	256	3.161	23.01	1010.87
MS5803_01BA	256	3.166	23.01	1011.07
MS5803_01BA	256	3.17	23.01	1011.07
MS5803_01BA	256	3.175	23.03	1011.0
MS5803_01BA	256	3.18	23.03	1011.21
MS5803_01BA	256	3.185	23.03	1011.11
MS5803_01BA	256	3.189	23.01	1011.07
MS5803_01BA	256	3.194	23.03	1011.0
MS5803_01BA	256	3.199	23.03	1011.11
MS5803_01BA	256	3.203	23.03	1011.0
MS5803_01BA	256	3.208	23.03	1011.11
MS5803_01BA	256	3.213	23.01	1011.07
MS5803_01BA	256	3.218	23.0	1010.94
MS5803_01BA	256	3.222	23.01	1010.97
MS5803_01BA	256	3.227	23.03	1011.0
MS5803_01BA	256	3.232	23.01	1011.07
MS5803_01BA	256	3.236	23.01	1011.07
MS5803_01BA	256	3.241	23.01	1010.97
MS5803_01BA	256	3.246	23.03	1011.11
MS5803_01BA	256	3.251	23.03	1011.11
MS5803_01BA	256	3.255	23.01	1011.07
MS5803_01BA	256	3.26	23.03	1011.0
MS5803_01BA	256	3.265	23.03	1011.0
MS5803_01BA	256	3.269	23.03	1011.11
MS5803_01BA	256	3.274	23.03	1011.0
MS5803_01BA	256	3.279	23.03	1011.11
MS5803_01BA	256	3.283	23.03	1011.11
MS5803_01BA	256	3.288	23.01	1010.87
MS5803_01BA	256	3.293	23.03	1011.0
MS5803_01BA	256	3.298	23.03	1010.9
MS5803_01BA	256	3.302	23.01	1010.97
MS5803_01BA	256	3.307	23.03	1011.0
MS5803_01BA	256	3.312	23.03	1011.11
MS5803_01BA	256	3.317	23.03	1011.11
MS5803_01BA	256	3.321	23.01	1011.07
MS5803_01BA	256	3.326	23.03	1011.0
MS5803_01BA	256	3.331	23.03	1011.11
MS5803_01BA	256	3.335	23.03	1011.11
MS5803_01BA	256	3.34	23.03	1011.0
MS5803_01BA	256	3.345	23.01	1010.97
MS5803_01BA	256	3.35	23.01	1011.07
MS5803_01BA	256	3.354	23.03	1011.0
MS5803_01BA	256	3.359	23.03	1011.0
MS5803_01BA	256	3.364	23.03	1011.11
MS5803_01BA	256	3.368	23.03	1011.11
MS5803_01BA	256	3.373	23.03	1011.0
MS5803_01BA	256	3.378	23.03	1011.0
MS5803_01BA	256	3.383	23.03	1011.0
MS5803_01BA	256	3.387	23.03	1011.11
MS5803_01BA	256	3.392	23.03	1011.11
MS5803_01BA	256	3.397	23.03	1011.0
MS5803_01BA	256	3.401	23.03	1011.0
MS5803_01BA	256	3.406	23.03	1011.0
MS5803_01BA	256	3.411	23.03	1011.11
MS5803_01BA	256	3.415	23.01	1010.97
MS5803_01BA	256	3.42	23.01	1010.97
MS5803_01BA	256	3.425	23.01	1010.97
MS5803_01BA	256	3.43	23.03	1011.0
MS5803_01BA	256	3.435	23.03	1011.0
MS5803_01BA	256	3.439	23.03	1011.0
MS5803_01BA	256	3.444	23.01	1011.07
MS5803_01BA	256	3.449	23.03	1011.11
MS5803_01BA	256	3.453	23.03	1011.11
MS5803_01BA	256	3.458	23.03	1011.11
MS5803_01BA	256	3.463	23.03	1011.0
MS5803_01BA	256	3.468	23.03	1011.0
MS5803_01BA	256	3.472	23.03	1011.0
MS5803_01BA	256	3.477	23.03	1011.0
MS5803_01BA	256	3.482	23.01	1010.97
MS5803_01BA	256	3.487	23.03	1011.11
MS5803_01BA	256	3.491	23.03	1011.11
MS5803_01BA	256	3.496	23.03	1011.11
MS5803_01BA	256	3.501	23.01	1010.97
MS5803_01BA	256	3.505	23.01	1010.97
MS5803_01BA	256	3.51	23.03	1011.0
MS5803_01BA	256	3.515	23.03	1011.11
MS5803_01BA	256	3.52	23.03	1011.0
MS5803_01BA	256	3.524	23.05	1011.14
MS5803_01BA	256	3.529	23.03	1011.0
MS5803_01BA	256	3.534	23.03	1011.11
MS5803_01BA	256	3.538	23.03	1011.0
MS5803_01BA	256	3.543	23.03	1011.0
MS5803_01BA	256	3.548	23.01	1010.97
MS5803_01BA	256	3.553	23.03	1011.0
MS5803_01BA	256	3.557	23.03	1011.0
MS5803_01BA	256	3.562	23.01	1011.07
MS5803_01BA	256	3.567	23.03	1011.0
MS5803_01BA	256	3.571	23.03	1011.11
MS5803_01BA	256	3.576	23.01	1010.76
MS5803_01BA	256	3.581	23.03	1011.0
MS5803_01BA	256	3.586	23.03	1011.11
MS5803_01BA	256	3.59	23.03	1011.11
MS5803_01BA	256	3.595	23.03	1011.0
MS5803_01BA	256	3.6	23.03	1011.11
MS5803_01BA	256	3.604	23.01	1010.97
MS5803_01BA	256	3.609	23.03	1011.11
MS5803_01BA	256	3.614	23.05	1011.14
MS5803_01BA	256	3.619	23.03	1011.0
MS5803_01BA	256	3.623	23.03	1011.11
MS5803_01BA	256	3.628	23.01	1010.97
MS5803_01BA	256	3.633	23.03	1011.0
MS5803_01BA	256	3.637	23.03	1011.11
MS5803_01BA	256	3.642	23.03	1011.0
MS5803_01BA	256	3.647	23.03	1010.9
MS5803_01BA	256	3.651	23.03	1011.0
MS5803_01BA	256	3.656	23.01	1010.97
MS5803_01BA	256	3.661	23.03	1011.11
MS5803_01BA	256	3.666	23.03	1011.0
MS5803_01BA	256	3.67	23.03	1011.11
MS5803_01BA	256	3.675	23.03	1011.11
MS5803_01BA	256	3.68	23.03	1011.0
MS5803_01BA	256	3.684	23.03	1011.0
MS5803_01BA	256	3.689	23.03	1011.0
MS5803_01BA	256	3.694	23.03	1010.9
MS5803_01BA	256	3.699	23.03	1011.0
MS5803_01BA	256	3.703	23.03	1011.0
MS5803_01BA	256	3.708	23.03	1011.11
MS5803_01BA	256	3.713	23.03	1011.11
MS5803_01BA	256	3.717	23.01	1010.97
MS5803_01BA	256	3.722	23.0	1010.94
MS5803_01BA	256	3.727	23.03	1011.0
MS5803_01BA	256	3.731	23.03	1011.0
MS5803_01BA	256	3.736	23.03	1011.0
MS5803_01BA	256	3.741	23.01	1010.97
MS5803_01BA	256	3.746	23.03	1011.0
MS5803_01BA	256	3.75	23.03	1011.11
MS5803_01BA	256	3.755	23.03	1011.0
MS5803_01BA	256	3.76	23.03	1011.11
MS5803_01BA	256	3.764	23.03	1011.0
MS5803_01BA	256	3.769	23.03	1011.11
MS5803_01BA	256	3.774	23.03	1011.0
MS5803_01BA	256	3.779	23.03	1011.0
MS5803_01BA	256	3.783	23.03	1011.0
MS5803_01BA	256	3.788	23.03	1011.0
MS5803_01BA	256	3.793	23.03	1011.0
MS5803_01BA	256	3.797	23.03	1011.0
MS5803_01BA	256	3.802	23.03	1011.11
MS5803_01BA	256	3.807	23.03	1011.11
MS5803_01BA	256	3.812	23.03	1011.0
MS5803_01BA	256	3.816	23.03	1011.11
MS5803_01BA	256	3.821	23.03	1011.0
MS5803_01BA	256	3.826	23.03	1011.11
MS5803_01BA	256	3.83	23.03	1011.0
MS5803_01BA	256	3.835	23.03	1011.0
MS5803_01BA	256	3.84	23.03	1011.11
MS5803_01BA	256	3.844	23.03	1011.0
MS5803_01BA	256	3.849	23.03	1011.11
MS5803_01BA	256	3.854	23.03	1011.0
MS5803_01BA	256	3.859	23.03	1011.0
MS5803_01BA	256	3.863	23.03	1011.0
MS5803_01BA	256	3.868	23.03	1011.11
MS5803_01BA	256	3.873	23.03	1011.11
MS5803_01BA	256	3.877	23.03	1011.0
MS5803_01BA	256	3.882	23.03	1011.0
MS5803_01BA	256	3.887	23.03	1011.11
MS5803_01BA	256	3.892	23.03	1011.0
MS5803_01BA	256	3.896	23.03	1011.11
MS5803_01BA	256	3.901	23.05	1011.04
MS5803_01BA	256	3.906	23.03	1011.11
MS5803_01BA	256	3.91	23.03	1011.0
MS5803_01BA	256	3.915	23.03	1011.0
MS5803_01BA	256	3.92	23.03	1011.11
MS5803_01BA	256	3.924	23.03	1011.0
MS5803_01BA	256	3.929	23.03	1011.0
MS5803_01BA	256	3.934	23.03	1011.0
MS5803_01BA	256	3.939	23.03	1011.0
MS5803_01BA	256	3.943	23.03	1011.11
MS5803_01BA	256	3.948	23.03	1011.0
MS5803_01BA	256	3.953	23.03	1011.0
MS5803_01BA	256	3.957	23.03	1011.0
MS5803_01BA	256	3.962	23.03	1011.0
MS5803_01BA	256	3.967	23.03	1011.0
MS5803_01BA	256	3.972	23.03	1011.0
MS5803_01BA	256	3.976	23.03	1011.0
MS5803_01BA	256	3.981	23.03	1011.0
MS5803_01BA	256	3.986	23.03	1011.0
MS5803_01BA	256	3.99	23.03	1011.0
MS5803_01BA	256	3.995	23.03	1011.0
MS5803_01BA	256	4.0	23.03	1011.0
MS5803_01BA	256	4.005	23.03	1011.0
MS5803_01BA	256	4.009	23.03	1011.0
MS5803_01BA	256	4.014	23.03	1011.0
MS5803_01BA	256	4.019	23.03	1011.0
MS5803_01BA	256	4.023	23.03	1011.0
MS5803_01BA	256	4.028	23.01	1011.07
MS5803_01BA	256	4.033	23.03	1011.0
MS5803_01BA	256	4.037	23.03	1011.0
MS5803_01BA	256	4.042	23.03	1011.11
MS5803_01BA	256	4.047	23.05	1011.04
MS5803_01BA	256	4.052	23.03	1011.11
MS5803_01BA	256	4.056	23.03	1011.11
MS5803_01BA	256	4.061	23.03	1011.0
MS5803_01BA	256	4.066	23.03	1011.0
MS5803_01BA	256	4.07	23.03	1011.11
MS5803_01BA	256	4.075	23.03	1011.0
MS5803_01BA	256	4.08	23.03	1011.0
MS5803_01BA	256	4.085	23.03	1011.11
MS5803_01BA	256	4.089	23.03	1011.0
MS5803_01BA	256	4.094	23.03	1011.0
MS5803_01BA	256	4.099	23.01	1011.07
MS5803_01BA	256	4.103	23.03	1011.0
MS5803_01BA	256	4.108	23.03	1011.0
MS5803_01BA	256	4.113	23.03	1011.11
MS5803_01BA	256	4.117	23.03	1011.11
MS5803_01BA	256	4.122	23.01	1010.97
MS5803_01BA	256	4.127	23.03	1011.11
MS5803_01BA	256	4.132	23.03	1011.0
MS5803_01BA	256	4.136	23.0	1010.94
MS5803_01BA	256	4.141	23.03	1011.0
MS5803_01BA	256	4.146	23.03	1011.0
MS5803_01BA	256	4.15	23.03	1011.0
MS5803_01BA	256	4.155	23.03	1011.0
MS5803_01BA	256	4.16	23.03	1011.0
MS5803_01BA	256	4.165	23.03	1011.11
MS5803_01BA	256	4.169	23.03	1011.11
MS5803_01BA	256	4.174	23.03	1011.0
MS5803_01BA	256	4.179	23.03	1011.0
MS5803_01BA	256	4.183	23.03	1011.0
MS5803_01BA	256	4.188	23.03	1010.9
MS5803_01BA	256	4.193	23.03	1011.0
MS5803_01BA	256	4.198	23.03	1011.11
MS5803_01BA	256	4.202	23.03	1011.0
MS5803_01BA	256	4.207	23.03	1011.11
MS5803_01BA	256	4.212	23.03	1011.0
MS5803_01BA	256	4.216	23.03	1011.0
MS5803_01BA	256	4.221	23.03	1011.11
MS5803_01BA	256	4.226	23.03	1011.0
MS5803_01BA	256	4.23	23.03	1011.11
MS5803_01BA	256	4.235	23.03	1011.0
MS5803_01BA	256	4.24	23.03	1011.0
MS5803_01BA	256	4.245	23.03	1011.0
MS5803_01BA	256	4.249	23.03	1011.0
MS5803_01BA	256	4.254	23.03	1011.11
MS5803_01BA	256	4.259	23.03	1011.0
MS5803_01BA	256	4.263	23.03	1011.0
MS5803_01BA	256	4.268	23.03	1011.11
MS5803_01BA	256	4.273	23.03	1011.0
MS5803_01BA	256	4.278	23.03	1011.11
MS5803_01BA	256	4.282	23.03	1011.0
MS5803_01BA	256	4.287	23.03	1011.0
MS5803_01BA	256	4.292	23.03	1011.0
MS5803_01BA	256	4.296	23.03	1011.11
MS5803_01BA	256	4.301	23.03	1011.0
MS5803_01BA	256	4.306	23.03	1011.11
MS5803_01BA	256	4.31	23.03	1011.0
MS5803_01BA	256	4.315	23.05	1011.14
MS5803_01BA	256	4.32	23.03	1011.11
MS5803_01BA	256	4.325	23.03	1011.0
MS5803_01BA	256	4.329	23.03	1011.0
MS5803_01BA	256	4.334	23.03	1011.0
MS5803_01BA	256	4.339	23.01	1010.97
MS5803_01BA	256	4.343	23.03	1011.11
MS5803_01BA	256	4.348	23.03	1011.0
MS5803_01BA	256	4.353	23.03	1011.0
MS5803_01BA	256	4.358	23.03	1011.0
MS5803_01BA	256	4.362	23.03	1011.0
MS5803_01BA	256	4.367	23.03	1011.0
MS5803_01BA	256	4.372	23.03	1011.0
MS5803_01BA	256	4.377	23.03	1011.0
MS5803_01BA	256	4.381	23.03	1011.0
MS5803_01BA	256	4.386	23.03	1011.0
MS5803_01BA	256	4.391	23.01	1010.97
MS5803_01BA	256	4.395	23.01	1011.07
MS5803_01BA	256	4.4	23.03	1011.0
MS5803_01BA	256	4.405	23.05	1011.04
MS5803_01BA	256	4.41	23.03	1011.0
MS5803_01BA	256	4.414	23.03	1011.0
MS5803_01BA	256	4.419	23.03	1011.0
MS5803_01BA	256	4.424	23.03	1011.0
MS5803_01BA	256	4.428	23.03	1011.0
MS5803_01BA	256	4.433	23.03	1011.11
MS5803_01BA	256	4.438	23.03	1011.11
MS5803_01BA	256	4.443	23.01	1010.97
MS5803_01BA	256	4.447	23.03	1011.0
MS5803_01BA	256	4.452	23.03	1011.0
MS5803_01BA	256	4.457	23.03	1011.11
MS5803_01BA	256	4.461	23.03	1011.0
MS5803_01BA	256	4.466	23.03	1011.0
MS5803_01BA	256	4.471	23.03	1011.11
MS5803_01BA	256	4.476	23.01	1010.97
MS5803_01BA	256	4.48	23.03	1011.11
MS5803_01BA	256	4.485	23.03	1011.11
MS5803_01BA	256	4.49	23.03	1011.0
MS5803_01BA	256	4.494	23.03	1011.0
MS5803_01BA	256	4.499	23.03	1011.0
MS5803_01BA	256	4.504	23.03	1011.0
MS5803_01BA	256	4.508	23.03	1011.0
MS5803_01BA	256	4.513	23.01	1010.97
MS5803_01BA	256	4.518	23.03	1011.0
MS5803_01BA	256	4.523	23.03	1011.0
MS5803_01BA	256	4.527	23.03	1011.11
MS5803_01BA	256	4.532	23.03	1011.0
MS5803_01BA	256	4.537	23.03	1011.0
MS5803_01BA	256	4.541	23.03	1011.0
MS5803_01BA	256	4.546	23.03	1011.11
MS5803_01BA	256	4.551	23.03	1011.11
MS5803_01BA	256	4.556	23.03	1011.0
MS5803_01BA	256	4.56	23.03	1011.0
MS5803_01BA	256	4.565	23.03	1011.11
MS5803_01BA	256	4.57	23.03	1011.0
MS5803_01BA	256	4.574	23.03	1011.0
MS5803_01BA	256	4.579	23.03	1011.11
MS5803_01BA	256	4.584	23.03	1010.9
MS5803_01BA	256	4.588	23.03	1011.0
MS5803_01BA	256	4.593	23.03	1011.11
MS5803_01BA	256	4.598	23.03	1011.11
MS5803_01BA	256	4.603	23.03	1011.0
MS5803_01BA	256	4.607	23.03	1011.0
MS5803_01BA	256	4.612	23.03	1011.11
