sensor	oversampling	sec	temperature	pressure
HP206C	2048	4.258	23.01	1003.84
HP206C	2048	4.327	23.0	1003.86
HP206C	2048	4.395	23.0	1003.81
HP206C	2048	4.464	23.01	1003.89
HP206C	2048	4.533	23.01	1003.85
HP206C	2048	4.601	23.0	1003.92
HP206C	2048	4.67	23.01	1003.86
HP206C	2048	4.739	23.01	1003.95
HP206C	2048	4.807	23.0	1003.78
HP206C	2048	4.876	23.0	1003.81
HP206C	2048	4.945	23.01	1003.87
MS5803_01BA	2048	0.0	22.99	1011.07
MS5803_01BA	2048	0.013	22.99	1011.05
MS5803_01BA	2048	0.025	22.99	1011.04
MS5803_01BA	2048	0.038	23.0	1011.06
MS5803_01BA	2048	0.051	23.0	1011.03
MS5803_01BA	2048	0.063	23.01	1011.05
MS5803_01BA	2048	0.076	23.01	1011.03
MS5803_01BA	2048	0.088	23.02	1011.03
MS5803_01BA	2048	0.101	23.02	1010.99
MS5803_01BA	2048	0.114	23.02	1011.03
MS5803_01BA	2048	0.126	23.02	1011.02
MS5803_01BA	2048	0.139	23.03	1011.01
MS5803_01BA	2048	0.151	23.03	1011.02
MS5803_01BA	2048	0.164	23.03	1011.02
MS5803_01BA	2048	0.177	23.04	1011.03
MS5803_01BA	2048	0.189	23.04	1011.01
MS5803_01BA	2048	0.202	23.04	1011.02
MS5803_01BA	2048	0.214	23.04	1010.99
MS5803_01BA	2048	0.227	23.05	1011.03
MS5803_01BA	2048	0.24	23.05	1011.0
MS5803_01BA	2048	0.253	23.05	1011.0
MS5803_01BA	2048	0.265	23.05	1011.01
MS5803_01BA	2048	0.278	23.05	1011.01
MS5803_01BA	2048	0.29	23.06	1011.03
MS5803_01BA	2048	0.303	23.05	1010.98
MS5803_01BA	2048	0.316	23.06	1010.99
MS5803_01BA	2048	0.328	23.06	1011.01
MS5803_01BA	2048	0.341	23.06	1011.01
MS5803_01BA	2048	0.353	23.06	1011.01
MS5803_01BA	2048	0.366	23.07	1011.01
MS5803_01BA	2048	0.379	23.07	1010.98
MS5803_01BA	2048	0.391	23.07	1011.01
MS5803_01BA	2048	0.404	23.07	1011.0
MS5803_01BA	2048	0.416	23.07	1011.01
MS5803_01BA	2048	0.429	23.07	1010.98
MS5803_01BA	2048	0.442	23.07	1011.01
MS5803_01BA	2048	0.454	23.08	1011.02
MS5803_01BA	2048	0.467	23.07	1010.98
MS5803_01BA	2048	0.48	23.08	1011.01
MS5803_01BA	2048	0.492	23.08	1011.02
MS5803_01BA	2048	0.505	23.08	1011.01
MS5803_01BA	2048	0.517	23.08	1011.01
MS5803_01BA	2048	0.53	23.08	1010.96
MS5803_01BA	2048	0.543	23.09	1010.99
MS5803_01BA	2048	0.555	23.09	1011.01
MS5803_01BA	2048	0.568	23.09	1010.99
MS5803_01BA	2048	0.581	23.09	1011.01
MS5803_01BA	2048	0.593	23.1	1011.02
MS5803_01BA	2048	0.606	23.09	1011.01
MS5803_01BA	2048	0.618	23.1	1011.03
MS5803_01BA	2048	0.631	23.1	1011.04
MS5803_01BA	2048	0.644	23.1	1011.0
MS5803_01BA	2048	0.656	23.1	1011.04
MS5803_01BA	2048	0.669	23.1	1010.99
MS5803_01BA	2048	0.681	23.1	1011.0
MS5803_01BA	2048	0.694	23.1	1010.97
MS5803_01BA	2048	0.707	23.1	1011.01
MS5803_01BA	2048	0.719	23.11	1011.02
MS5803_01BA	2048	0.732	23.1	1011.0
MS5803_01BA	2048	0.744	23.1	1011.01
MS5803_01BA	2048	0.757	23.11	1011.04
MS5803_01BA	2048	0.77	23.11	1010.97
MS5803_01BA	2048	0.782	23.11	1011.01
MS5803_01BA	2048	0.795	23.11	1011.01
MS5803_01BA	2048	0.807	23.11	1011.04
MS5803_01BA	2048	0.82	23.11	1010.99
MS5803_01BA	2048	0.833	23.11	1011.0
MS5803_01BA	2048	0.845	23.11	1010.99
MS5803_01BA	2048	0.858	23.11	1011.01
MS5803_01BA	2048	0.87	23.11	1010.98
MS5803_01BA	2048	0.883	23.12	1011.01
MS5803_01BA	2048	0.896	23.11	1010.99
MS5803_01BA	2048	0.908	23.12	1011.01
MS5803_01BA	2048	0.921	23.11	1011.01
MS5803_01BA	2048	0.934	23.13	1011.06
MS5803_01BA	2048	0.946	23.12	1010.99
MS5803_01BA	2048	0.959	23.12	1010.97
MS5803_01BA	2048	0.971	23.12	1011.0
MS5803_01BA	2048	0.984	23.12	1011.04
MS5803_01BA	2048	0.997	23.12	1010.99
MS5803_01BA	2048	1.009	23.12	1011.02
MS5803_01BA	2048	1.022	23.12	1011.0
MS5803_01BA	2048	1.034	23.12	1011.04
MS5803_01BA	2048	1.047	23.12	1011.0
MS5803_01BA	2048	1.06	23.13	1011.01
MS5803_01BA	2048	1.072	23.13	1010.99
MS5803_01BA	2048	1.085	23.12	1010.99
MS5803_01BA	2048	1.097	23.13	1011.0
MS5803_01BA	2048	1.11	23.13	1011.02
MS5803_01BA	2048	1.123	23.13	1011.01
MS5803_01BA	2048	1.135	23.13	1011.0
MS5803_01BA	2048	1.148	23.13	1011.0
MS5803_01BA	2048	1.16	23.13	1010.98
MS5803_01BA	2048	1.173	23.13	1011.03
MS5803_01BA	2048	1.186	23.13	1011.0
MS5803_01BA	2048	1.198	23.13	1011.03
MS5803_01BA	2048	1.211	23.13	1011.02
MS5803_01BA	2048	1.223	23.13	1011.02
MS5803_01BA	2048	1.236	23.13	1011.0
MS5803_01BA	2048	1.249	23.13	1011.01
MS5803_01BA	2048	1.261	23.13	1010.99
MS5803_01BA	2048	1.274	23.13	1010.99
MS5803_01BA	2048	1.286	23.13	1011.0
MS5803_01BA	2048	1.299	23.14	1011.01
MS5803_01BA	2048	1.312	23.13	1010.97
MS5803_01BA	2048	1.324	23.14	1010.98
MS5803_01BA	2048	1.337	23.13	1011.01
MS5803_01BA	2048	1.35	23.14	1011.02
MS5803_01BA	2048	1.362	23.14	1011.01
MS5803_01BA	2048	1.375	23.14	1010.98
MS5803_01BA	2048	1.387	23.14	1011.0
MS5803_01BA	2048	1.4	23.14	1011.0
MS5803_01BA	2048	1.413	23.14	1011.02
MS5803_01BA	2048	1.425	23.14	1010.99
MS5803_01BA	2048	1.438	23.15	1011.02
MS5803_01BA	2048	1.45	23.14	1011.06
MS5803_01BA	2048	1.463	23.14	1011.02
MS5803_01BA	2048	1.476	23.14	1011.02
MS5803_01BA	2048	1.488	23.14	1010.99
MS5803_01BA	2048	1.501	23.14	1011.0
MS5803_01BA	2048	1.513	23.14	1011.01
MS5803_01BA	2048	1.526	23.14	1010.99
MS5803_01BA	2048	1.539	23.14	1010.99
MS5803_01BA	2048	1.551	23.14	1011.02
MS5803_01BA	2048	1.564	23.14	1010.98
MS5803_01BA	2048	1.576	23.15	1010.97
MS5803_01BA	2048	1.589	23.15	1011.01
MS5803_01BA	2048	1.602	23.14	1011.0
MS5803_01BA	2048	1.614	23.14	1011.0
MS5803_01BA	2048	1.627	23.15	1010.99
MS5803_01BA	2048	1.639	23.15	1011.02
MS5803_01BA	2048	1.652	23.15	1010.97
MS5803_01BA	2048	1.665	23.15	1011.04
MS5803_01BA	2048	1.677	23.15	1011.0
MS5803_01BA	2048	1.69	23.15	1011.0
MS5803_01BA	2048	1.703	23.15	1011.0
MS5803_01BA	2048	1.716	23.15	1010.99
MS5803_01BA	2048	1.729	23.15	1011.03
MS5803_01BA	2048	1.741	23.15	1011.01
MS5803_01BA	2048	1.754	23.15	1011.01
MS5803_01BA	2048	1.766	23.15	1010.99
MS5803_01BA	2048	1.779	23.15	1010.99
MS5803_01BA	2048	1.792	23.15	1010.97
MS5803_01BA	2048	1.804	23.15	1010.99
MS5803_01BA	2048	1.817	23.16	1011.0
MS5803_01BA	2048	1.829	23.15	1011.0
MS5803_01BA	2048	1.842	23.15	1011.01
MS5803_01BA	2048	1.855	23.15	1011.04
MS5803_01BA	2048	1.867	23.15	1011.0
MS5803_01BA	2048	1.88	23.15	1010.99
MS5803_01BA	2048	1.893	23.15	1010.96
MS5803_01BA	2048	1.905	23.15	1011.01
MS5803_01BA	2048	1.918	23.16	1011.02
MS5803_01BA	2048	1.931	23.15	1011.01
MS5803_01BA	2048	1.943	23.16	1011.02
MS5803_01BA	2048	1.956	23.15	1011.01
MS5803_01BA	2048	1.968	23.16	1011.0
MS5803_01BA	2048	1.981	23.15	1011.01
MS5803_01BA	2048	1.994	23.16	1011.01
MS5803_01BA	2048	2.006	23.15	1011.02
MS5803_01BA	2048	2.019	23.16	1011.0
MS5803_01BA	2048	2.031	23.16	1011.01
MS5803_01BA	2048	2.044	23.16	1011.01
MS5803_01BA	2048	2.057	23.16	1011.0
MS5803_01BA	2048	2.069	23.16	1011.01
MS5803_01BA	2048	2.082	23.16	1011.02
MS5803_01BA	2048	2.094	23.16	1011.01
MS5803_01BA	2048	2.107	23.16	1011.01
MS5803_01BA	2048	2.12	23.16	1011.0
MS5803_01BA	2048	2.132	23.16	1011.02
MS5803_01BA	2048	2.145	23.16	1011.0
MS5803_01BA	2048	2.157	23.16	1011.02
MS5803_01BA	2048	2.17	23.16	1011.0
MS5803_01BA	2048	2.183	23.16	1011.0
MS5803_01BA	2048	2.195	23.16	1011.01
MS5803_01BA	2048	2.208	23.16	1011.01
MS5803_01BA	2048	2.221	23.16	1010.99
MS5803_01BA	2048	2.233	23.16	1011.0
MS5803_01BA	2048	2.246	23.16	1010.98
MS5803_01BA	2048	2.258	23.17	1010.99
MS5803_01BA	2048	2.271	23.16	1010.99
MS5803_01BA	2048	2.284	23.16	1011.0
MS5803_01BA	2048	2.296	23.16	1010.97
MS5803_01BA	2048	2.309	23.16	1010.97
MS5803_01BA	2048	2.321	23.16	1011.0
MS5803_01BA	2048	2.334	23.16	1011.0
MS5803_01BA	2048	2.347	23.16	1010.98
MS5803_01BA	2048	2.359	23.17	1011.0
MS5803_01BA	2048	2.372	23.16	1011.0
MS5803_01BA	2048	2.385	23.16	1011.03
MS5803_01BA	2048	2.397	23.16	1011.0
MS5803_01BA	2048	2.41	23.16	1010.99
MS5803_01BA	2048	2.422	23.16	1011.02
MS5803_01BA	2048	2.435	23.17	1011.02
MS5803_01BA	2048	2.448	23.17	1011.02
MS5803_01BA	2048	2.46	23.17	1010.99
MS5803_01BA	2048	2.473	23.17	1011.02
MS5803_01BA	2048	2.485	23.17	1011.01
MS5803_01BA	2048	2.498	23.17	1011.0
MS5803_01BA	2048	2.511	23.17	1011.03
MS5803_01BA	2048	2.523	23.17	1010.98
MS5803_01BA	2048	2.536	23.17	1011.0
MS5803_01BA	2048	2.548	23.17	1010.95
MS5803_01BA	2048	2.561	23.17	1011.01
MS5803_01BA	2048	2.574	23.17	1010.99
MS5803_01BA	2048	2.586	23.17	1011.0
MS5803_01BA	2048	2.599	23.17	1011.03
MS5803_01BA	2048	2.611	23.17	1011.0
MS5803_01BA	2048	2.624	23.17	1010.98
MS5803_01BA	2048	2.637	23.17	1011.0
MS5803_01BA	2048	2.649	23.17	1011.0
MS5803_01BA	2048	2.662	23.17	1011.01
MS5803_01BA	2048	2.674	23.17	1010.99
MS5803_01BA	2048	2.687	23.17	1011.02
MS5803_01BA	2048	2.7	23.17	1011.01
MS5803_01BA	2048	2.712	23.17	1010.99
MS5803_01BA	2048	2.725	23.17	1010.99
MS5803_01BA	2048	2.737	23.17	1011.01
MS5803_01BA	2048	2.75	23.17	1010.99
MS5803_01BA	2048	2.763	23.17	1011.03
MS5803_01BA	2048	2.775	23.17	1011.01
MS5803_01BA	2048	2.788	23.17	1010.99
MS5803_01BA	2048	2.8	23.17	1011.01
MS5803_01BA	2048	2.813	23.17	1010.98
MS5803_01BA	2048	2.826	23.17	1011.01
MS5803_01BA	2048	2.838	23.17	1011.01
MS5803_01BA	2048	2.851	23.17	1011.0
MS5803_01BA	2048	2.863	23.17	1010.99
MS5803_01BA	2048	2.876	23.17	1010.98
MS5803_01BA	2048	2.889	23.17	1011.01
MS5803_01BA	2048	2.901	23.17	1011.02
MS5803_01BA	2048	2.914	23.18	1011.0
MS5803_01BA	2048	2.926	23.17	1011.01
MS5803_01BA	2048	2.939	23.17	1011.01
MS5803_01BA	2048	2.952	23.17	1011.01
MS5803_01BA	2048	2.964	23.17	1011.0
MS5803_01BA	2048	2.977	23.17	1010.99
MS5803_01BA	2048	2.989	23.18	1010.99
MS5803_01BA	2048	3.002	23.17	1010.99
MS5803_01BA	2048	3.015	23.18	1011.03
MS5803_01BA	2048	3.027	23.18	1011.0
MS5803_01BA	2048	3.04	23.17	1010.96
MS5803_01BA	2048	3.052	23.18	1010.98
MS5803_01BA	2048	3.065	23.18	1010.99
MS5803_01BA	2048	3.078	23.18	1011.02
MS5803_01BA	2048	3.09	23.18	1011.0
MS5803_01BA	2048	3.103	23.18	1011.0
MS5803_01BA	2048	3.115	23.18	1010.99
MS5803_01BA	2048	3.128	23.18	1011.0
MS5803_01BA	2048	3.141	23.18	1011.01
MS5803_01BA	2048	3.153	23.18	1011.0
MS5803_01BA	2048	3.166	23.18	1011.0
MS5803_01BA	2048	3.179	23.18	1010.96
MS5803_01BA	2048	3.191	23.18	1010.99
MS5803_01BA	2048	3.204	23.17	1010.97
MS5803_01BA	2048	3.216	23.18	1011.01
MS5803_01BA	2048	3.229	23.18	1011.0
MS5803_01BA	2048	3.242	23.18	1011.01
MS5803_01BA	2048	3.255	23.18	1011.01
MS5803_01BA	2048	3.267	23.18	1010.99
MS5803_01BA	2048	3.28	23.18	1011.0
MS5803_01BA	2048	3.292	23.18	1011.0
MS5803_01BA	2048	3.305	23.18	1011.01
MS5803_01BA	2048	3.317	23.18	1011.01
MS5803_01BA	2048	3.33	23.18	1010.98
MS5803_01BA	2048	3.343	23.18	1010.99
MS5803_01BA	2048	3.355	23.18	1010.99
MS5803_01BA	2048	3.368	23.18	1011.0
MS5803_01BA	2048	3.381	23.18	1011.03
MS5803_01BA	2048	3.393	23.18	1011.03
MS5803_01BA	2048	3.406	23.18	1010.97
MS5803_01BA	2048	3.418	23.19	1011.01
MS5803_01BA	2048	3.431	23.18	1010.97
MS5803_01BA	2048	3.444	23.18	1011.0
MS5803_01BA	2048	3.456	23.18	1010.99
MS5803_01BA	2048	3.469	23.18	1010.99
MS5803_01BA	2048	3.481	23.18	1011.02
MS5803_01BA	2048	3.494	23.18	1010.98
MS5803_01BA	2048	3.507	23.18	1010.99
MS5803_01BA	2048	3.519	23.18	1010.95
MS5803_01BA	2048	3.532	23.18	1011.0
MS5803_01BA	2048	3.544	23.18	1010.99
MS5803_01BA	2048	3.557	23.18	1010.96
MS5803_01BA	2048	3.57	23.18	1011.0
MS5803_01BA	2048	3.582	23.18	1011.01
MS5803_01BA	2048	3.595	23.18	1011.01
MS5803_01BA	2048	3.608	23.18	1011.0
MS5803_01BA	2048	3.62	23.18	1011.0
MS5803_01BA	2048	3.633	23.19	1011.01
MS5803_01BA	2048	3.645	23.18	1010.99
MS5803_01BA	2048	3.658	23.18	1010.98
MS5803_01BA	2048	3.671	23.19	1011.02
MS5803_01BA	2048	3.683	23.18	1011.0
MS5803_01BA	2048	3.696	23.18	1010.98
MS5803_01BA	2048	3.708	23.19	1011.01
MS5803_01BA	2048	3.721	23.18	1010.98
MS5803_01BA	2048	3.734	23.18	1011.01
MS5803_01BA	2048	3.746	23.18	1010.99
MS5803_01BA	2048	3.759	23.18	1011.0
MS5803_01BA	2048	3.771	23.19	1010.99
MS5803_01BA	2048	3.784	23.19	1010.99
MS5803_01BA	2048	3.797	23.18	1010.97
MS5803_01BA	2048	3.809	23.18	1010.98
MS5803_01BA	2048	3.822	23.19	1010.98
MS5803_01BA	2048	3.835	23.19	1011.02
MS5803_01BA	2048	3.847	23.19	1011.03
MS5803_01BA	2048	3.86	23.19	1011.0
MS5803_01BA	2048	3.872	23.19	1010.99
MS5803_01BA	2048	3.885	23.19	1011.02
MS5803_01BA	2048	3.898	23.19	1011.04
MS5803_01BA	2048	3.91	23.18	1010.99
MS5803_01BA	2048	3.923	23.19	1010.99
MS5803_01BA	2048	3.935	23.19	1011.01
MS5803_01BA	2048	3.948	23.19	1010.99
MS5803_01BA	2048	3.961	23.19	1010.97
MS5803_01BA	2048	3.973	23.19	1010.99
MS5803_01BA	2048	3.986	23.19	1010.97
MS5803_01BA	2048	3.998	23.19	1010.95
MS5803_01BA	2048	4.011	23.19	1011.02
MS5803_01BA	2048	4.024	23.19	1011.03
MS5803_01BA	2048	4.036	23.19	1011.0
MS5803_01BA	2048	4.049	23.19	1011.01
MS5803_01BA	2048	4.061	23.19	1011.02
MS5803_01BA	2048	4.074	23.19	1011.01
MS5803_01BA	2048	4.087	23.19	1011.0
MS5803_01BA	2048	4.099	23.19	1011.02
MS5803_01BA	2048	4.112	23.19	1011.01
MS5803_01BA	2048	4.124	23.19	1011.0
MS5803_01BA	2048	4.137	23.19	1010.99
MS5803_01BA	2048	4.15	23.19	1011.06
MS5803_01BA	2048	4.162	23.19	1010.99
MS5803_01BA	2048	4.175	23.19	1011.0
MS5803_01BA	2048	4.187	23.19	1011.01
MS5803_01BA	2048	4.2	23.19	1011.0
MS5803_01BA	2048	4.213	23.19	1011.0
MS5803_01BA	2048	4.225	23.19	1011.0
MS5803_01BA	2048	4.238	23.19	1011.0
MS5803_01BA	2048	4.25	23.19	1011.03
MS5803_01BA	2048	4.263	23.19	1010.99
MS5803_01BA	2048	4.276	23.19	1011.03
MS5803_01BA	2048	4.288	23.19	1011.0
MS5803_01BA	2048	4.301	23.19	1010.98
MS5803_01BA	2048	4.313	23.19	1011.0
MS5803_01BA	2048	4.326	23.19	1011.0
MS5803_01BA	2048	4.339	23.19	1011.0
MS5803_01BA	2048	4.351	23.19	1011.01
MS5803_01BA	2048	4.364	23.19	1011.0
MS5803_01BA	2048	4.376	23.19	1011.0
MS5803_01BA	2048	4.389	23.19	1011.0
MS5803_01BA	2048	4.402	23.19	1010.98
MS5803_01BA	2048	4.414	23.19	1011.0
MS5803_01BA	2048	4.427	23.2	1011.0
MS5803_01BA	2048	4.44	23.19	1010.99
MS5803_01BA	2048	4.452	23.19	1011.0
MS5803_01BA	2048	4.465	23.19	1010.98
MS5803_01BA	2048	4.477	23.19	1011.0
MS5803_01BA	2048	4.49	23.19	1011.02
MS5803_01BA	2048	4.503	23.19	1010.98
MS5803_01BA	2048	4.515	23.19	1011.01
MS5803_01BA	2048	4.528	23.19	1010.97
MS5803_01BA	2048	4.54	23.19	1011.02
MS5803_01BA	2048	4.553	23.19	1011.0
MS5803_01BA	2048	4.566	23.19	1010.98
MS5803_01BA	2048	4.578	23.19	1011.0
MS5803_01BA	2048	4.591	23.2	1011.01
MS5803_01BA	2048	4.603	23.19	1011.01
MS5803_01BA	2048	4.616	23.19	1010.99
MS5803_01BA	2048	4.629	23.19	1010.99
MS5803_01BA	2048	4.641	23.19	1010.98
MS5803_01BA	2048	4.654	23.19	1010.98
MS5803_01BA	2048	4.666	23.19	1010.99
MS5803_01BA	2048	4.679	23.2	1011.03
MS5803_01BA	2048	4.692	23.19	1010.99
MS5803_01BA	2048	4.704	23.19	1010.98
MS5803_01BA	2048	4.717	23.2	1010.98
MS5803_01BA	2048	4.73	23.2	1010.99
MS5803_01BA	2048	4.742	23.19	1010.99
MS5803_01BA	2048	4.755	23.2	1011.0
MS5803_01BA	2048	4.768	23.19	1010.99
MS5803_01BA	2048	4.78	23.2	1010.98
MS5803_01BA	2048	4.793	23.19	1010.99
MS5803_01BA	2048	4.805	23.2	1010.99
MS5803_01BA	2048	4.818	23.19	1011.0
MS5803_01BA	2048	4.831	23.19	1011.01
MS5803_01BA	2048	4.843	23.2	1011.01
MS5803_01BA	2048	4.856	23.19	1011.0
MS5803_01BA	2048	4.869	23.2	1011.03
MS5803_01BA	2048	4.881	23.2	1011.01
MS5803_01BA	2048	4.894	23.2	1011.01
MS5803_01BA	2048	4.906	23.19	1011.0
MS5803_01BA	2048	4.919	23.19	1010.99
MS5803_01BA	2048	4.932	23.2	1010.98
MS5803_01BA	2048	4.944	23.2	1010.99
MS5803_01BA	2048	4.957	23.2	1010.98
MS5803_01BA	2048	4.969	23.19	1011.0
MS5803_01BA	2048	4.982	23.19	1010.99
MS5803_01BA	2048	4.995	23.2	1010.97
