sensor	oversampling	sec	temperature	pressure
MS5803_01BA	4096	2.097	23.21	1011.02
MS5803_01BA	4096	2.119	23.21	1011.0
MS5803_01BA	4096	2.14	23.21	1011.0
MS5803_01BA	4096	2.162	23.21	1010.99
MS5803_01BA	4096	2.184	23.21	1010.98
MS5803_01BA	4096	2.205	23.21	1011.01
MS5803_01BA	4096	2.227	23.21	1011.0
MS5803_01BA	4096	2.248	23.21	1011.02
MS5803_01BA	4096	2.27	23.21	1010.99
MS5803_01BA	4096	2.292	23.21	1011.01
MS5803_01BA	4096	2.313	23.21	1010.99
MS5803_01BA	4096	2.335	23.21	1010.99
MS5803_01BA	4096	2.356	23.21	1011.03
MS5803_01BA	4096	2.378	23.21	1010.98
MS5803_01BA	4096	2.4	23.21	1011.01
MS5803_01BA	4096	2.421	23.21	1010.99
MS5803_01BA	4096	2.443	23.22	1011.02
MS5803_01BA	4096	2.464	23.21	1011.01
MS5803_01BA	4096	2.486	23.21	1011.01
MS5803_01BA	4096	2.508	23.21	1010.99
MS5803_01BA	4096	2.529	23.21	1010.98
MS5803_01BA	4096	2.551	23.22	1010.99
MS5803_01BA	4096	2.572	23.22	1011.01
MS5803_01BA	4096	2.594	23.22	1010.99
MS5803_01BA	4096	2.616	23.22	1011.0
MS5803_01BA	4096	2.637	23.22	1011.0
MS5803_01BA	4096	2.659	23.22	1010.98
MS5803_01BA	4096	2.68	23.22	1010.99
MS5803_01BA	4096	2.702	23.22	1011.01
MS5803_01BA	4096	2.724	23.22	1010.99
MS5803_01BA	4096	2.745	23.22	1011.01
MS5803_01BA	4096	2.767	23.22	1011.0
MS5803_01BA	4096	2.788	23.22	1010.99
MS5803_01BA	4096	2.81	23.22	1010.98
MS5803_01BA	4096	2.832	23.22	1011.01
MS5803_01BA	4096	2.853	23.22	1011.01
MS5803_01BA	4096	2.875	23.22	1011.01
MS5803_01BA	4096	2.897	23.22	1011.0
MS5803_01BA	4096	2.918	23.22	1011.01
MS5803_01BA	4096	2.94	23.22	1010.98
MS5803_01BA	4096	2.961	23.22	1010.98
MS5803_01BA	4096	2.983	23.22	1011.0
MS5803_01BA	4096	3.005	23.22	1011.0
MS5803_01BA	4096	3.026	23.22	1011.0
MS5803_01BA	4096	3.048	23.23	1011.02
MS5803_01BA	4096	3.069	23.22	1010.99
MS5803_01BA	4096	3.091	23.23	1011.0
MS5803_01BA	4096	3.113	23.23	1010.99
MS5803_01BA	4096	3.134	23.23	1011.0
MS5803_01BA	4096	3.156	23.23	1011.0
MS5803_01BA	4096	3.177	23.23	1010.98
MS5803_01BA	4096	3.199	23.23	1010.98
MS5803_01BA	4096	3.221	23.23	1011.01
MS5803_01BA	4096	3.242	23.23	1010.99
MS5803_01BA	4096	3.264	23.23	1010.98
MS5803_01BA	4096	3.286	23.23	1010.98
MS5803_01BA	4096	3.307	23.23	1011.0
MS5803_01BA	4096	3.329	23.23	1010.99
MS5803_01BA	4096	3.35	23.23	1010.99
MS5803_01BA	4096	3.372	23.23	1010.97
MS5803_01BA	4096	3.394	23.23	1010.99
MS5803_01BA	4096	3.415	23.23	1011.0
MS5803_01BA	4096	3.437	23.23	1010.98
MS5803_01BA	4096	3.458	23.23	1010.98
MS5803_01BA	4096	3.48	23.23	1011.01
MS5803_01BA	4096	3.502	23.23	1010.99
MS5803_01BA	4096	3.523	23.23	1010.98
MS5803_01BA	4096	3.545	23.23	1011.01
MS5803_01BA	4096	3.566	23.23	1010.99
MS5803_01BA	4096	3.588	23.24	1011.01
MS5803_01BA	4096	3.61	23.23	1010.98
MS5803_01BA	4096	3.632	23.23	1011.0
MS5803_01BA	4096	3.653	23.23	1011.04
MS5803_01BA	4096	3.675	23.23	1011.0
MS5803_01BA	4096	3.696	23.23	1011.01
MS5803_01BA	4096	3.718	23.24	1010.99
MS5803_01BA	4096	3.74	23.24	1011.01
MS5803_01BA	4096	3.761	23.23	1010.99
MS5803_01BA	4096	3.783	23.24	1011.0
MS5803_01BA	4096	3.804	23.24	1010.99
MS5803_01BA	4096	3.826	23.24	1010.99
MS5803_01BA	4096	3.848	23.24	1010.99
MS5803_01BA	4096	3.869	23.24	1011.0
MS5803_01BA	4096	3.891	23.24	1010.99
MS5803_01BA	4096	3.913	23.24	1010.99
MS5803_01BA	4096	3.934	23.24	1011.0
MS5803_01BA	4096	3.956	23.24	1011.0
MS5803_01BA	4096	3.977	23.24	1011.0
MS5803_01BA	4096	3.999	23.24	1010.97
MS5803_01BA	4096	4.021	23.24	1011.01
MS5803_01BA	4096	4.042	23.24	1010.99
MS5803_01BA	4096	4.064	23.24	1010.96
MS5803_01BA	4096	4.085	23.24	1011.01
MS5803_01BA	4096	4.107	23.24	1011.0
MS5803_01BA	4096	4.129	23.24	1011.0
MS5803_01BA	4096	4.15	23.24	1010.99
MS5803_01BA	4096	4.172	23.24	1011.0
MS5803_01BA	4096	4.193	23.24	1010.99
MS5803_01BA	4096	4.215	23.24	1010.99
MS5803_01BA	4096	4.237	23.24	1011.01
MS5803_01BA	4096	4.258	23.24	1011.0
MS5803_01BA	4096	4.28	23.24	1010.98
MS5803_01BA	4096	4.302	23.24	1010.98
MS5803_01BA	4096	4.323	23.24	1011.0
MS5803_01BA	4096	4.345	23.24	1011.0
MS5803_01BA	4096	4.366	23.24	1010.96
MS5803_01BA	4096	4.388	23.24	1010.99
MS5803_01BA	4096	4.41	23.24	1010.99
MS5803_01BA	4096	4.431	23.24	1010.98
MS5803_01BA	4096	4.453	23.24	1011.0
MS5803_01BA	4096	4.474	23.25	1010.99
MS5803_01BA	4096	4.496	23.24	1011.01
MS5803_01BA	4096	4.518	23.24	1010.99
MS5803_01BA	4096	4.539	23.24	1010.97
MS5803_01BA	4096	4.561	23.24	1010.99
MS5803_01BA	4096	4.582	23.24	1010.99
MS5803_01BA	4096	4.604	23.24	1011.0
MS5803_01BA	4096	4.626	23.25	1010.99
MS5803_01BA	4096	4.647	23.24	1011.0
MS5803_01BA	4096	4.669	23.25	1010.99
MS5803_01BA	4096	4.69	23.24	1010.99
MS5803_01BA	4096	4.712	23.24	1011.0
MS5803_01BA	4096	4.734	23.25	1010.99
MS5803_01BA	4096	4.755	23.25	1010.99
MS5803_01BA	4096	4.777	23.25	1011.0
MS5803_01BA	4096	4.798	23.25	1010.99
MS5803_01BA	4096	4.82	23.25	1010.97
MS5803_01BA	4096	4.842	23.25	1011.0
MS5803_01BA	4096	4.863	23.25	1010.99
MS5803_01BA	4096	4.885	23.24	1010.99
MS5803_01BA	4096	4.906	23.25	1011.01
MS5803_01BA	4096	4.928	23.25	1011.0
MS5803_01BA	4096	4.95	23.25	1011.01
MS5803_01BA	4096	4.971	23.25	1010.98
MS5803_01BA	4096	4.993	23.25	1010.99
