sensor	oversampling	sec	temperature	pressure
MS5803_01BA	512	1.208	23.04	1011.05
MS5803_01BA	512	1.214	23.04	1011.02
MS5803_01BA	512	1.22	23.04	1011.04
MS5803_01BA	512	1.225	23.03	1010.96
MS5803_01BA	512	1.231	23.04	1010.99
MS5803_01BA	512	1.237	23.03	1011.0
MS5803_01BA	512	1.243	23.04	1011.0
MS5803_01BA	512	1.249	23.04	1010.96
MS5803_01BA	512	1.255	23.04	1011.04
MS5803_01BA	512	1.261	23.04	1010.96
MS5803_01BA	512	1.266	23.04	1010.99
MS5803_01BA	512	1.272	23.04	1010.94
MS5803_01BA	512	1.278	23.04	1010.99
MS5803_01BA	512	1.284	23.04	1010.96
MS5803_01BA	512	1.29	23.03	1011.03
MS5803_01BA	512	1.296	23.04	1010.99
MS5803_01BA	512	1.302	23.04	1010.99
MS5803_01BA	512	1.307	23.04	1011.05
MS5803_01BA	512	1.313	23.04	1011.02
MS5803_01BA	512	1.319	23.03	1010.96
MS5803_01BA	512	1.325	23.03	1010.98
MS5803_01BA	512	1.331	23.04	1011.02
MS5803_01BA	512	1.337	23.04	1011.02
MS5803_01BA	512	1.343	23.04	1010.96
MS5803_01BA	512	1.348	23.04	1011.02
MS5803_01BA	512	1.354	23.04	1010.99
MS5803_01BA	512	1.36	23.04	1010.97
MS5803_01BA	512	1.366	23.03	1011.03
MS5803_01BA	512	1.372	23.04	1010.99
MS5803_01BA	512	1.378	23.04	1010.94
MS5803_01BA	512	1.384	23.04	1010.97
MS5803_01BA	512	1.389	23.04	1011.0
MS5803_01BA	512	1.395	23.04	1010.96
MS5803_01BA	512	1.401	23.04	1011.02
MS5803_01BA	512	1.407	23.04	1010.99
MS5803_01BA	512	1.413	23.04	1011.0
MS5803_01BA	512	1.419	23.05	1011.02
MS5803_01BA	512	1.425	23.05	1010.98
MS5803_01BA	512	1.43	23.04	1010.96
MS5803_01BA	512	1.436	23.03	1010.97
MS5803_01BA	512	1.442	23.04	1011.0
MS5803_01BA	512	1.448	23.04	1011.0
MS5803_01BA	512	1.454	23.04	1010.97
MS5803_01BA	512	1.46	23.04	1010.97
MS5803_01BA	512	1.466	23.04	1011.0
MS5803_01BA	512	1.471	23.03	1010.97
MS5803_01BA	512	1.477	23.04	1011.02
MS5803_01BA	512	1.483	23.04	1011.0
MS5803_01BA	512	1.489	23.04	1010.95
MS5803_01BA	512	1.495	23.04	1010.97
MS5803_01BA	512	1.501	23.05	1011.01
MS5803_01BA	512	1.507	23.04	1010.97
MS5803_01BA	512	1.513	23.04	1011.0
MS5803_01BA	512	1.518	23.04	1010.96
MS5803_01BA	512	1.524	23.05	1010.98
MS5803_01BA	512	1.53	23.04	1010.92
MS5803_01BA	512	1.536	23.04	1010.97
MS5803_01BA	512	1.542	23.04	1010.87
MS5803_01BA	512	1.548	23.04	1010.94
MS5803_01BA	512	1.554	23.04	1011.05
MS5803_01BA	512	1.559	23.04	1010.86
MS5803_01BA	512	1.565	23.04	1011.02
MS5803_01BA	512	1.571	23.04	1011.0
MS5803_01BA	512	1.577	23.05	1011.01
MS5803_01BA	512	1.583	23.04	1011.05
MS5803_01BA	512	1.589	23.04	1011.0
MS5803_01BA	512	1.594	23.05	1010.9
MS5803_01BA	512	1.6	23.04	1010.97
MS5803_01BA	512	1.606	23.04	1011.0
MS5803_01BA	512	1.612	23.04	1010.94
MS5803_01BA	512	1.618	23.05	1011.01
MS5803_01BA	512	1.624	23.05	1010.95
MS5803_01BA	512	1.63	23.05	1010.99
MS5803_01BA	512	1.635	23.05	1011.03
MS5803_01BA	512	1.641	23.05	1011.03
MS5803_01BA	512	1.647	23.04	1010.97
MS5803_01BA	512	1.653	23.04	1011.0
MS5803_01BA	512	1.659	23.04	1011.0
MS5803_01BA	512	1.665	23.04	1010.97
MS5803_01BA	512	1.671	23.05	1011.01
MS5803_01BA	512	1.677	23.05	1010.99
MS5803_01BA	512	1.682	23.05	1010.98
MS5803_01BA	512	1.688	23.05	1011.02
MS5803_01BA	512	1.694	23.05	1010.98
MS5803_01BA	512	1.7	23.05	1011.04
MS5803_01BA	512	1.706	23.05	1010.94
MS5803_01BA	512	1.712	23.05	1011.03
MS5803_01BA	512	1.718	23.05	1010.98
MS5803_01BA	512	1.723	23.06	1011.01
MS5803_01BA	512	1.729	23.05	1010.95
MS5803_01BA	512	1.735	23.05	1010.99
MS5803_01BA	512	1.741	23.05	1010.98
MS5803_01BA	512	1.747	23.05	1010.98
MS5803_01BA	512	1.753	23.05	1011.01
MS5803_01BA	512	1.759	23.05	1010.93
MS5803_01BA	512	1.764	23.05	1010.96
MS5803_01BA	512	1.77	23.05	1010.98
MS5803_01BA	512	1.776	23.05	1010.95
MS5803_01BA	512	1.782	23.05	1011.03
MS5803_01BA	512	1.788	23.05	1010.99
MS5803_01BA	512	1.794	23.04	1011.08
MS5803_01BA	512	1.8	23.05	1011.01
MS5803_01BA	512	1.805	23.04	1010.97
MS5803_01BA	512	1.811	23.05	1010.98
MS5803_01BA	512	1.817	23.05	1011.01
MS5803_01BA	512	1.823	23.05	1011.03
MS5803_01BA	512	1.829	23.05	1011.08
MS5803_01BA	512	1.835	23.05	1011.02
MS5803_01BA	512	1.841	23.05	1010.95
MS5803_01BA	512	1.846	23.05	1011.01
MS5803_01BA	512	1.852	23.05	1011.02
MS5803_01BA	512	1.858	23.05	1011.01
MS5803_01BA	512	1.864	23.05	1010.95
MS5803_01BA	512	1.87	23.05	1011.01
MS5803_01BA	512	1.876	23.05	1010.98
MS5803_01BA	512	1.882	23.05	1010.98
MS5803_01BA	512	1.887	23.05	1010.95
MS5803_01BA	512	1.893	23.05	1010.99
MS5803_01BA	512	1.899	23.05	1010.99
MS5803_01BA	512	1.905	23.05	1011.01
MS5803_01BA	512	1.911	23.05	1010.93
MS5803_01BA	512	1.917	23.04	1011.0
MS5803_01BA	512	1.923	23.06	1010.98
MS5803_01BA	512	1.928	23.05	1011.03
MS5803_01BA	512	1.934	23.05	1011.04
MS5803_01BA	512	1.94	23.03	1010.92
MS5803_01BA	512	1.946	23.05	1011.02
MS5803_01BA	512	1.952	23.05	1011.02
MS5803_01BA	512	1.958	23.05	1011.03
MS5803_01BA	512	1.964	23.05	1011.01
MS5803_01BA	512	1.97	23.05	1010.96
MS5803_01BA	512	1.975	23.04	1010.99
MS5803_01BA	512	1.981	23.05	1011.01
MS5803_01BA	512	1.987	23.05	1010.95
MS5803_01BA	512	1.993	23.05	1011.03
MS5803_01BA	512	1.999	23.05	1011.02
MS5803_01BA	512	2.005	23.05	1010.96
MS5803_01BA	512	2.011	23.05	1011.0
MS5803_01BA	512	2.017	23.05	1010.99
MS5803_01BA	512	2.022	23.05	1011.02
MS5803_01BA	512	2.028	23.05	1011.05
MS5803_01BA	512	2.034	23.05	1010.97
MS5803_01BA	512	2.04	23.05	1011.0
MS5803_01BA	512	2.046	23.05	1011.0
MS5803_01BA	512	2.052	23.05	1011.02
MS5803_01BA	512	2.058	23.05	1010.99
MS5803_01BA	512	2.063	23.05	1010.94
MS5803_01BA	512	2.069	23.05	1010.95
MS5803_01BA	512	2.075	23.05	1011.0
MS5803_01BA	512	2.081	23.05	1010.95
MS5803_01BA	512	2.087	23.05	1011.02
MS5803_01BA	512	2.093	23.05	1011.02
MS5803_01BA	512	2.099	23.05	1010.89
MS5803_01BA	512	2.104	23.05	1010.98
MS5803_01BA	512	2.11	23.05	1010.99
MS5803_01BA	512	2.116	23.05	1011.07
MS5803_01BA	512	2.122	23.05	1010.96
MS5803_01BA	512	2.128	23.05	1010.99
MS5803_01BA	512	2.134	23.05	1010.95
MS5803_01BA	512	2.14	23.05	1011.02
